SendPacket,SendRate(Mb/s),FlightSize,ReceiveRate(Mb/s),Send Loss,Recv Loss,RTT(ms),CWnd,FlowWindow,Retrans,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total,NAK_TotalRecv,Total Send Loss,Total Recv Loss,Timeout,usSndDuration
108,0.367694,10,0,1,0,54.279,10,8191,1,0,55,0,3.48749,1,0,1,0,1,-426528213162957
323,1.17811,21,0,0,0,67.254,21,8191,0,0,164,0,3.95808,1,0,1,0,1,2915473145
433,1.57935,29,0,0,0,65.901,29,8189,0,0,218,0,4.72781,1,0,1,0,1,2706057084
256,0.933726,33,0,0,0,123.491,33,8189,0,0,130,0,7.3945,1,0,1,0,1,2888325990
822,2.9981,44,0,0,0,39.072,44,8190,0,0,414,0,17.2806,1,0,1,0,1,2800112944
971,3.54128,54,0,0,0,65.76,54,8189,0,0,489,0,11.8925,1,0,1,0,1,2785875142
952,3.47216,62,0,0,0,60.937,62,8189,0,0,479,0,16.9486,1,0,1,0,1,2747986137
749,2.73171,68,0,0,0,48.263,68,8189,0,0,381,0,11.4474,1,0,1,0,1,2845026273
1155,4.21256,76,0,0,0,49.226,76,8189,0,0,582,0,11.7174,1,0,1,0,1,2744185882
1116,4.07043,83,0,0,0,118.08,83,8189,0,0,560,0,13.804,1,0,1,0,1,2813861066
1370,4.99655,89,0,1,0,117.649,90,8191,1,0,646,1,12.239,2,1,2,0,1,2804923104
1522,5.55103,94,0,0,0,75.837,98,8189,0,0,766,0,12.3813,2,1,2,0,1,2807140171
1221,4.45311,103,0,2,0,57.493,103,8189,2,0,512,2,44.9908,4,3,4,0,1,2790817390
1202,4.38388,109,0,0,0,108.518,109,8187,0,0,603,0,15.0152,4,3,4,0,1,2771850023
1266,4.61706,114,0,2,0,83.182,114,8191,2,0,538,2,13.0015,6,5,6,0,1,2705087955
1358,4.95278,120,0,0,0,110.094,120,8189,0,0,683,0,12.0165,6,5,6,0,1,2857705853
1483,5.4087,118,0,0,0,68.903,126,8190,0,0,747,0,14.1287,6,5,6,0,1,2830743676
