SendRate(Mb/s)	RTT(ms)	CWnd	PktSndPeriod(us)	RecvACK	RecvNAK0.000000		252.671000	16	1.000000			0	0
0.000000		245.986000	16	1.000000			0	0
0.000000		211.473000	16	1.000000			0	0
0.000000		223.142000	16	1.000000			0	0
0.000000		219.637000	16	1.000000			0	0
0.000000		144.605000	16	1.000000			0	0
0.000000		213.035000	16	1.000000			0	0
0.000000		312.161000	16	1.000000			0	0
0.000000		211.179000	16	1.000000			0	0
0.000000		277.039000	16	1.000000			0	0
0.000000		162.175000	16	1.000000			0	0
0.000000		196.413000	16	1.000000			0	0
0.000000		137.571000	16	1.000000			0	0
0.000000		167.399000	16	1.000000			0	0
0.000000		54.251000	16	1.000000			0	0
0.000000		146.924000	16	1.000000			0	0
0.000000		171.338000	16	1.000000			0	0
0.000000		5.714000	16	1.000000			0	0
0.000000		83.484000	16	1.000000			0	0
0.000000		231.832000	16	1.000000			0	0
0.000000		125.907000	16	1.000000			0	0
0.000000		212.628000	16	1.000000			0	0
0.000000		212.628000	16	1.000000			0	0
0.000000		212.628000	16	1.000000			0	0
0.000000		212.628000	16	1.000000			0	0
0.000000		212.628000	16	1.000000			0	0
0.000000		211.899000	16	1.000000			0	0
0.000000		205.269000	16	1.000000			0	0
0.000000		230.138000	16	1.000000			0	0
0.000000		48.078000	16	1.000000			0	0
0.000000		171.001000	16	1.000000			0	0
0.000000		190.179000	16	1.000000			0	0
0.000000		129.735000	16	1.000000			0	0
0.000000		215.682000	16	1.000000			0	0
0.000000		215.682000	16	1.000000			0	0
0.000000		172.974000	16	1.000000			0	0
0.000000		182.595000	16	1.000000			0	0
0.000000		195.013000	16	1.000000			0	0
0.000000		195.013000	16	1.000000			0	0
0.000000		214.600000	16	1.000000			0	0
0.000000		216.729000	16	1.000000			0	0
0.000000		30.296000	16	1.000000			0	0
0.000000		109.280000	16	1.000000			0	0
0.000000		189.406000	16	1.000000			0	0
0.000000		200.889000	16	1.000000			0	0
0.000000		176.019000	16	1.000000			0	0
0.000000		225.847000	16	1.000000			0	0
0.000000		243.714000	16	1.000000			0	0
0.000000		249.928000	16	1.000000			0	0
0.000000		208.206000	16	1.000000			0	0
0.000000		215.001000	16	1.000000			0	0
0.000000		146.912000	16	1.000000			0	0
0.000000		135.685000	16	1.000000			0	0
0.000000		135.685000	16	1.000000			0	0
