

Method,CTCP
BK TCP Number,0
MSS,1500
SendRate(Mb/s),ReceiveRate(Mb/s),Send Loss,RTT(ms),CWnd,FlowWindow,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s)
3.0281,0,0,5.827,2,8189,0,134,0,2.92365
2.76021,0,0,5.412,2,8191,0,121,0,2.51597
2.21287,0,0,11.995,2,8191,0,100,0,2.73728
2.37595,0,0,4.476,2,8189,0,105,0,2.95859
3.64537,0,0,7.157,2,8191,0,161,0,2.60915
3.90108,0,0,3.499,2,8191,0,170,0,3.64582
3.84291,0,0,5.744,2,8189,0,169,0,3.55264
3.12086,0,0,5.309,2,8190,0,139,0,3.42451
3.34245,0,0,4.055,2,8189,0,148,0,3.28474
3.85477,0,0,3.497,2,8189,0,169,0,2.77222
2.62037,0,0,3.56,2,8189,0,118,0,3.01683
4.09862,0,0,4.196,2,8189,0,178,0,2.98189
3.3424,0,0,3.714,2,8189,0,151,0,2.80717
3.27244,0,0,4.831,2,8189,0,145,0,3.09837
2.98146,0,0,3.655,2,8190,0,134,0,3.94867
3.07475,0,0,4.187,2,8189,0,138,0,4.13504
2.50406,0,0,2.79,2,8189,0,117,0,4.03021
3.87826,0,0,2.389,2,8189,0,169,0,3.58758
3.36572,0,0,4.301,2,8190,0,150,0,3.21485
3.85488,0,0,2.112,2,8189,0,168,0,4.54272
3.98253,0,0,4.239,2,8191,0,173,0,7.24506
3.09777,0,0,5.154,2,8191,0,139,0,6.74419
2.22413,0,0,6.496,2,8189,0,104,0,7.21011
2.86492,0,0,3.53,2,8189,0,127,0,3.09837
2.1196,0,0,3.706,2,8189,0,99,0,2.50432
2.76019,0,0,6.62,2,8190,0,123,0,2.0384
1.88666,0,0,6.924,2,8190,0,91,0,1.89862
2.06127,0,0,6.306,2,8189,0,97,0,1.75885
2.36416,0,0,5.897,2,8189,0,107,0,1.98016
1.89842,0,0,6.288,2,8189,0,88,0,2.11994
2.20116,0,0,4.601,2,8191,0,102,0,2.22477
1.85179,0,0,6.167,2,8191,0,89,0,2.14323
2.45749,0,0,5.671,2,8191,0,112,0,2.22477
2.31766,0,0,5.059,2,8190,0,109,0,1.80544
1.39757,0,0,9.445,2,8189,0,65,0,1.49094
2.49195,0,0,5.139,2,8189,0,116,0,1.52589
2.02619,0,0,6.58,2,8189,0,94,0,1.71226
2.0146,0,0,7.491,2,8189,0,94,0,1.66566
1.57214,0,0,4.927,2,8189,0,81,0,1.66566
2.44556,0,0,2.64,2,8190,0,111,0,1.68896
3.27251,0,0,3.133,2,8189,0,143,0,2.08499
3.12102,0,0,3.518,2,8189,0,140,0,2.31795
2.35237,0,0,5.844,2,8189,0,109,0,2.41114
1.80506,0,0,6.547,2,8189,0,89,0,2.55091
1.16459,0,0,7.303,2,8189,0,61,0,2.36454
1.50243,0,0,5.475,2,8189,0,77,0,2.10829
2.31764,0,0,5.143,2,8190,0,107,0,2.0617
2.09643,0,0,5.522,2,8189,0,100,0,1.88698
2.64379,0,0,4.704,2,8189,0,120,0,1.82874
4.14624,0,0,2.964,2,8189,0,179,0,3.65747
3.8315,0,0,5.066,2,8191,0,168,0,8.32832
3.3653,0,0,3.665,2,8190,0,150,0,8.65446
3.3074,0,0,4.594,2,8189,0,147,0,6.83738
3.12103,0,0,5.274,2,8189,0,140,0,3.05178
3.65677,0,0,4.193,2,8189,0,161,0,3.4711
2.85312,0,0,3.594,2,8189,0,129,0,5.00864
3.24909,0,0,3.434,2,8189,0,144,0,4.27482
3.06305,0,0,4.432,2,8189,0,140,0,4.75238
3.06301,0,0,3.307,2,8189,0,137,0,3.7856
3.16789,0,0,4.308,2,8189,0,140,0,3.71571
3.12109,0,0,4.004,2,8191,0,138,0,4.06515
3.62201,0,0,3.995,2,8189,0,157,0,3.7623
2.29437,0,0,4.421,2,8189,0,106,0,3.09837
2.91156,0,0,4.67,2,8189,0,127,0,3.42451
3.01625,0,0,5.804,2,8189,0,131,0,2.90035
3.31886,0,0,4.509,2,8189,0,145,0,3.48275
3.12088,0,0,4.924,2,8191,0,138,0,3.93702
3.06248,0,0,3.767,2,8189,0,134,0,2.78387
2.93472,0,0,6.283,2,8189,0,129,0,2.67904
3.00461,0,0,5.874,2,8189,0,136,0,2.25971
2.73678,0,0,5.11,2,8191,0,125,0,2.36454
2.76003,0,0,4.675,2,8191,0,124,0,3.24979
3.2491,0,0,4.134,2,8191,0,144,0,3.31968
3.79658,0,0,5.307,2,8189,0,165,0,3.79725
3.62199,0,0,5.511,2,8191,0,159,0,4.11174
3.20276,0,0,3.683,2,8191,0,143,0,5.29984
3.43574,0,0,3.694,2,8189,0,153,0,5.64928
3.63375,0,0,2.81,2,8189,0,159,0,4.35635
3.54045,0,0,3.413,2,8191,0,157,0,4.20493
3.67997,0,0,4.62,2,8191,0,162,0,4.15834
3.17909,0,0,4.057,2,8189,0,140,0,3.40122
3.29552,0,0,6.138,2,8189,0,145,0,3.1799
3.54004,0,0,3.545,2,8189,0,158,0,2.9353
3.51696,0,0,3.69,2,8189,0,156,0,3.38957
3.30745,0,0,3.482,2,8189,0,148,0,3.45946
3.91289,0,0,3.93,2,8189,0,173,0,4.03021
3.66842,0,0,5.049,2,8189,0,161,0,3.59923
3.5754,0,0,5.639,2,8189,0,158,0,3.79725
3.2842,0,0,4.138,2,8189,0,142,0,3.07507
3.40081,0,0,3.734,2,8189,0,152,0,2.90035
2.64379,0,0,5.069,2,8189,0,117,0,2.34125
2.88838,0,0,6.357,2,8189,0,127,0,2.41114
2.66711,0,0,6.647,2,8190,0,120,0,2.60915
2.77195,0,0,4.566,2,8189,0,124,0,2.50432
3.40065,0,0,3.459,2,8189,0,148,0,4.53107
3.73808,0,0,5.938,2,8190,0,164,0,3.30803
3.6449,0,0,2.905,2,8189,0,159,0,4.25152
4.44852,0,0,3.134,2,8189,0,194,0,3.24979
5.0075,0,0,3.61,2,8189,0,217,0,9.70278
4.16908,0,0,2.871,2,8191,0,181,0,9.50477
4.5069,0,0,2.841,2,8191,0,195,0,9.9008
4.04107,0,0,2.363,2,8191,0,177,0,5.31149
3.68001,0,0,3.006,2,8191,0,161,0,3.75066
3.86638,0,0,2.46,2,8189,0,170,0,2.63245
4.34384,0,0,3.02,2,8189,0,189,0,2.48102
4.68168,0,0,3.079,2,8189,0,203,0,3.23814
4.18099,0,0,2.387,2,8191,0,184,0,4.20493
3.29604,0,0,5.483,2,8189,0,145,0,5.64928
3.61046,0,0,2.972,2,8191,0,158,0,5.33478
3.45882,0,0,3.089,2,8189,0,154,0,3.91373
3.9244,0,0,3.284,2,8189,0,171,0,3.84384
2.95802,0,0,3.597,2,8189,0,130,0,3.7623
3.56348,0,0,3.903,2,8191,0,159,0,4.64755
3.5636,0,0,3.915,2,8189,0,155,0,4.35635
3.77327,0,0,5.237,2,8189,0,167,0,3.4711
3.22578,0,0,3.264,2,8189,0,146,0,3.29638
2.72503,0,0,5.74,2,8189,0,120,0,3.28474
2.60858,0,0,5.878,2,8189,0,118,0,3.30803
1.95648,0,0,6.065,2,8191,0,94,0,2.84211
2.57381,0,0,4.807,2,8189,0,117,0,2.34125
2.37586,0,0,7.099,2,8189,0,108,0,2.36454
2.06148,0,0,5.709,2,8189,0,94,0,1.86368
1.82854,0,0,7.659,2,8189,0,84,0,2.08499
1.71201,0,0,5.146,2,8190,0,82,0,2.08499
2.46906,0,0,3.082,2,8189,0,112,0,2.07334
2.39895,0,0,3.82,2,8191,0,112,0,1.94522
2.86478,0,0,3.824,2,8189,0,127,0,1.95686
2.60864,0,0,5.967,2,8189,0,121,0,2.3296
3.13265,0,0,3.96,2,8189,0,138,0,2.73728
3.3421,0,0,3.446,2,8191,0,149,0,2.99354
2.37569,0,0,4.977,2,8190,0,109,0,3.43616
2.77175,0,0,3.304,2,8189,0,127,0,3.93702
2.75992,0,0,3.931,2,8189,0,123,0,5.05523
1.8401,0,0,7.737,2,8189,0,86,0,5.52115
2.78346,0,0,4.011,2,8190,0,125,0,4.41459
3.47052,0,0,3.691,2,8191,0,154,0,3.71571
3.4239,0,0,3.334,2,8191,0,149,0,3.55264
2.76014,0,0,4.114,2,8191,0,124,0,3.57594
3.16793,0,0,4.345,2,8189,0,141,0,3.56429
2.84181,0,0,3.057,2,8189,0,124,0,3.42451
2.4806,0,0,4.685,2,8189,0,113,0,2.34125
3.42387,0,0,3.44,2,8189,0,150,0,3.21485
2.77181,0,0,4.785,2,8189,0,122,0,2.85376
3.16755,0,0,3.859,2,8191,0,140,0,2.43443
3.22578,0,0,3.424,2,8191,0,144,0,3.13331
2.32918,0,0,6.635,2,8190,0,107,0,2.97024
2.86474,0,0,3.944,2,8189,0,130,0,2.78387
3.03944,0,0,2.517,2,8189,0,134,0,2.5975
3.05113,0,0,3.018,2,8189,0,136,0,2.85376
3.47042,0,0,3.543,2,8189,0,153,0,2.78387
2.79506,0,0,6.038,2,8191,0,125,0,2.70234
2.99313,0,0,3.054,2,8189,0,131,0,2.50432
2.56218,0,0,4.556,2,8189,0,118,0,2.36454
3.2145,0,0,6.31,2,8189,0,140,0,2.44608
3.29599,0,0,4.46,2,8189,0,145,0,3.2032
2.72517,0,0,4.905,2,8190,0,124,0,3.77395
3.319,0,0,3.868,2,8189,0,146,0,3.41286
3.20267,0,0,3.795,2,8190,0,144,0,3.57594
2.18942,0,0,3.388,2,8189,0,100,0,3.7856
3.57532,0,0,2.919,2,8191,0,156,0,4.29811
3.27249,0,0,8.749,2,8190,0,145,0,5.06688
2.85319,0,0,2.962,2,8189,0,129,0,5.10182
2.78335,0,0,4.404,2,8189,0,125,0,4.48448
2.89955,0,0,3.338,2,8189,0,130,0,3.01683
3.28381,0,0,3.446,2,8189,0,146,0,2.73728
3.27252,0,0,3.604,2,8191,0,146,0,2.72563
2.7834,0,0,5.463,2,8189,0,125,0,3.19155
2.65527,0,0,3.627,2,8189,0,121,0,3.12166
2.48069,0,0,3.789,2,8189,0,111,0,3.61088
2.70203,0,0,5.676,2,8189,0,124,0,2.77222
2.84164,0,0,4.931,2,8189,0,127,0,2.58586
2.50391,0,0,4.478,2,8189,0,114,0,2.31795
2.09616,0,0,4.114,2,8189,0,94,0,1.96851
3.121,0,0,4.28,2,8191,0,139,0,2.0617
2.36397,0,0,6.445,2,8189,0,110,0,2.20147
2.98141,0,0,5.113,2,8189,0,132,0,2.43443
2.18938,0,0,3.477,2,8189,0,100,0,2.73728
2.06128,0,0,4.59,2,8189,0,97,0,2.94694
3.12118,0,0,4.076,2,8189,0,137,0,2.70234
2.76021,0,0,5.275,2,8189,0,121,0,2.49267
2.30601,0,0,6.102,2,8189,0,106,0,2.10829
2.49234,0,0,9.548,2,8189,0,113,0,1.93357
1.75854,0,0,4.477,2,8189,0,84,0,2.07334
2.28273,0,0,6.09,2,8190,0,104,0,2.46938
1.43254,0,0,15.163,2,8189,0,70,0,2.85376
0.174696,0,0,30.98,2,8189,0,9,0,2.85376
0.221273,0,0,73.333,2,8189,0,13,0,2.84211
0.163036,0,0,84.616,2,8190,0,12,0,2.79552
0.0232907,0,0,91.85,2,8190,0,2,0,2.79552
0.524041,0,0,52.213,2,8191,0,28,0,2.80717
0.966559,0,0,29.37,2,8189,0,47,0,2.97024
0.547327,0,0,25.34,2,8191,0,30,0,3.05178
1.50226,0,0,9.608,2,8191,0,69,0,3.31968
1.29269,0,0,11.524,2,8191,0,67,0,4.16998
0.547352,0,0,15.562,2,8191,0,26,0,4.26317
0.675451,0,0,30.814,2,8191,0,29,0,4.18163
0.500782,0,0,31.482,2,8191,0,27,0,3.82054
1.86345,0,0,10.895,2,8191,0,83,0,6.48794
1.351,0,0,15.488,2,8191,0,62,0,7.55955
2.81851,0,0,5.08,2,8189,0,126,0,2.78387
1.29277,0,0,5.867,2,8191,0,57,0,5.40467
2.85326,0,0,5.271,2,8189,0,126,0,2.8887
2.11937,0,0,13.187,2,8189,0,95,0,2.63245
1.65374,0,0,4.969,2,8191,0,74,0,2.22477
3.226,0,0,3.883,2,8191,0,145,0,2.58586
3.35394,0,0,4.402,2,8191,0,151,0,2.8887
4.54144,0,0,3.187,2,8189,0,198,0,3.92538
3.58683,0,0,2.597,2,8189,0,160,0,3.77395
4.46034,0,0,2.916,2,8189,0,196,0,4.57766
4.57667,0,0,3.625,2,8190,0,198,0,4.3913
4.46048,0,0,2.996,2,8189,0,194,0,5.71917
5.19417,0,0,2.925,2,8189,0,223,0,12.6614
4.98444,0,0,2.333,2,8189,0,215,0,11.6014
4.92638,0,0,3.032,2,8189,0,212,0,8.98061
4.97312,0,0,2.593,2,8191,0,214,0,9.67949
3.94822,0,0,3.926,2,8189,0,172,0,7.21011
2.41088,0,0,3.461,2,8189,0,107,0,6.76749
1.89825,0,1,6.226,2,8191,0,86,1,7.34989
1.19947,0,0,19.123,2,8189,0,54,0,6.1385
0.640484,0,0,10.275,2,8191,0,30,0,5.20666
0.209615,0,0,87.51,2,8191,0,9,0,4.96205
2.17782,0,0,5.729,2,8189,0,99,0,3.42451
3.7268,0,0,2.955,2,8190,0,163,0,3.00518
4.37898,0,0,4.945,2,8189,0,190,0,3.15661
3.6919,0,0,2.845,2,8189,0,162,0,3.26144
5.0312,0,0,3.689,2,8189,0,218,0,5.02029
4.32057,0,0,2.526,2,8189,0,188,0,4.20493
4.43705,0,0,2.342,2,8189,0,192,0,4.44954
4.89145,0,0,2.963,2,8189,0,211,0,5.14842
5.04292,0,0,2.314,2,8189,0,217,0,6.32486
4.1928,0,0,2.559,2,8189,0,183,0,4.93875
4.62364,0,0,2.764,2,8189,0,202,0,4.40294
4.27431,0,0,3.024,2,8189,0,186,0,4.19328
3.67982,0,0,2.874,2,8191,0,162,0,3.48275
4.34383,0,0,3.334,2,8189,0,191,0,3.61088
3.83144,0,0,5.168,2,8189,0,168,0,3.90208
3.79642,0,0,3.967,2,8189,0,167,0,7.71098
4.20405,0,0,2.707,2,8189,0,182,0,6.28992
4.00613,0,0,3.089,2,8189,0,174,0,13.7679
3.86634,0,0,3.618,2,8190,0,171,0,10.8676
3.44727,0,0,4.386,2,8191,0,153,0,6.91891
3.88965,0,0,3.813,2,8191,0,172,0,3.56429
3.44714,0,0,3.2,2,8191,0,153,0,3.01683
3.78507,0,0,3.056,2,8191,0,168,0,3.00518
3.83177,0,0,2.306,2,8189,0,170,0,3.06342
4.65845,0,0,2.69,2,8189,0,201,0,4.08845
5.11293,0,0,2.389,2,8189,0,220,0,10.1687
4.25086,0,0,2.755,2,8189,0,187,0,7.75757
4.63518,0,0,3.116,2,8189,0,201,0,4.54272
4.12263,0,0,3.607,2,8189,0,182,0,3.21485
4.18078,0,0,2.729,2,8191,0,184,0,3.82054
4.23903,0,0,2.67,2,8191,0,185,0,3.99526
4.63506,0,0,2.732,2,8189,0,201,0,4.43789
5.24079,0,0,3.277,2,8189,0,225,0,3.83219
4.87962,0,0,2.735,2,8189,0,210,0,3.94867
4.146,0,0,2.466,2,8189,0,181,0,4.28646
5.07742,0,0,2.219,2,8191,0,219,0,11.0307
4.7861,0,0,2.708,2,8189,0,206,0,14.9211
4.12274,0,0,2.515,2,8189,0,181,0,13.8495
4.89138,0,0,2.774,2,8189,0,213,0,5.824
3.81986,0,0,2.601,2,8189,0,166,0,3.70406
3.91332,0,0,3.381,2,8189,0,171,0,3.29638
3.98317,0,0,2.916,2,8189,0,173,0,3.73901
4.44897,0,0,2.77,2,8191,0,193,0,3.65747
3.78485,0,0,3.775,2,8189,0,166,0,3.79725
4.49512,0,0,2.551,2,8189,0,197,0,5.89389
5.27544,0,0,2.434,2,8191,0,229,0,7.21011
3.71509,0,0,3.712,2,8189,0,164,0,4.64755
4.51823,0,0,2.876,2,8191,0,196,0,4.6359
4.16907,0,0,2.867,2,8189,0,183,0,6.17344
4.89132,0,0,2.071,2,8189,0,212,0,4.57766
5.1476,0,0,2.372,2,8189,0,223,0,4.6592
4.8099,0,0,2.219,2,8189,0,209,0,6.59277
4.80977,0,0,2.147,2,8191,0,209,0,4.23987
5.22926,0,0,2.856,2,8191,0,226,0,3.1799
3.95986,0,0,3.286,2,8189,0,175,0,3.71571
3.62218,0,0,3.425,2,8189,0,158,0,3.86714
4.04139,0,0,2.755,2,8189,0,178,0,4.29811
4.61164,0,0,2.888,2,8189,0,200,0,4.61261
4.37886,0,0,2.888,2,8190,0,190,0,4.50778
4.11065,0,0,2.601,2,8190,0,181,0,4.83392
4.40178,0,0,2.588,2,8189,0,193,0,4.75238
4.14584,0,0,2.601,2,8191,0,180,0,5.47456
4.85621,0,0,2.861,2,8191,0,209,0,6.76749
4.60021,0,0,3.397,2,8191,0,199,0,6.04531
3.43565,0,0,3.719,2,8191,0,152,0,5.11347
4.25072,0,0,2.663,2,8189,0,185,0,3.59923
4.48366,0,0,2.154,2,8191,0,195,0,4.41459
3.80831,0,0,2.916,2,8191,0,168,0,3.92538
4.37896,0,0,3.057,2,8189,0,190,0,4.57766
4.69344,0,0,3.888,2,8189,0,205,0,4.91546
5.12447,0,0,2.227,2,8191,0,221,0,5.60269
4.09962,0,0,2.853,2,8191,0,179,0,4.03021
4.23948,0,0,2.265,2,8191,0,186,0,3.31968
4.36749,0,0,2.834,2,8191,0,190,0,6.61606
4.8564,0,0,2.713,2,8191,0,211,0,11.2054
4.50684,0,0,2.892,2,8191,0,197,0,9.46982
4.22719,0,0,2.688,2,8189,0,185,0,5.41632
4.58826,0,0,3.356,2,8189,0,200,0,4.71744
4.96084,0,0,2.791,2,8189,0,215,0,5.17171
4.6232,0,0,2.001,2,8189,0,201,0,4.46118
4.70483,0,0,2.397,2,8189,0,205,0,9.85421
4.79794,0,0,2.495,2,8189,0,208,0,6.82573
5.555,0,0,2.37,2,8189,0,240,0,10.9608
4.75152,0,0,2.193,2,8189,0,207,0,8.20019
4.80977,0,0,2.584,2,8191,0,207,0,6.90726
5.10113,0,0,2.614,2,8191,0,220,0,5.99872
4.62378,0,0,3.15,2,8189,0,201,0,6.75584
4.47226,0,0,2.588,2,8189,0,195,0,4.23987
3.86646,0,0,3.038,2,8191,0,171,0,3.92538
4.47188,0,0,3.324,2,8189,0,195,0,3.99526
3.3306,0,0,2.174,2,8191,0,147,0,3.29638
5.06568,0,0,2.56,2,8191,0,219,0,3.79725
3.54015,0,0,7.62,2,8191,0,160,0,3.4944
3.65697,0,0,3.124,2,8189,0,162,0,5.74246
3.24929,0,0,3.713,2,8191,0,143,0,6.6743
2.88829,0,0,6.676,2,8191,0,130,0,5.63763
1.73531,0,0,7.058,2,8189,0,80,0,5.73082
3.01632,0,0,7.382,2,8189,0,134,0,8.51469
2.49223,0,0,7.646,2,8189,0,114,0,6.93056
2.02651,0,0,8.271,2,8190,0,94,0,7.68768
2.08464,0,0,4.494,2,8191,0,97,0,5.98707
1.60723,0,0,3.492,2,8189,0,75,0,5.98707
1.6771,0,0,5.923,2,8190,0,79,0,3.38957
2.86477,0,0,2.606,2,8189,0,129,0,3.09837
3.09756,0,0,2.764,2,8189,0,138,0,4.32141
5.25209,0,0,2.811,2,8189,0,228,0,11.4966
4.68147,0,0,2.421,2,8189,0,202,0,4.50778
4.3438,0,0,3.752,2,8189,0,189,0,4.75238
5.03088,0,0,2.165,2,8189,0,218,0,4.43789
4.93783,0,0,2.61,2,8189,0,213,0,4.0535
3.68019,0,0,2.816,2,8189,0,162,0,3.26144
4.41394,0,0,2.155,2,8189,0,192,0,3.85549
4.25087,0,0,3.637,2,8191,0,185,0,5.33478
4.71663,0,0,2.759,2,8189,0,203,0,8.91072
5.11258,0,0,2.662,2,8189,0,222,0,8.81754
5.84651,0,0,2.122,2,8191,0,251,0,11.1471
5.12434,0,0,2.387,2,8189,0,221,0,18.2641
4.32092,0,0,2.806,2,8189,0,190,0,9.67949
4.27435,0,0,4.382,2,8189,0,184,0,3.15661
4.72818,0,0,2.407,2,8189,0,206,0,3.26144
4.90271,0,0,2.434,2,8189,0,214,0,3.54099
4.54165,0,0,2.383,2,8189,0,199,0,3.89043
3.84299,0,0,2.81,2,8189,0,170,0,4.04186
3.85451,0,0,2.987,2,8189,0,169,0,3.79725
4.60001,0,0,1.94,2,8189,0,200,0,3.66912
4.06451,0,0,2.696,2,8189,0,179,0,3.92538
3.45886,0,0,3.638,2,8191,0,152,0,4.0768
4.25079,0,0,3.331,2,8189,0,186,0,6.56947
5.1941,0,0,2.106,2,8189,0,224,0,5.36973
4.09928,0,0,3.273,2,8189,0,180,0,4.54272
3.8433,0,0,3.216,2,8189,0,171,0,4.74074
2.48077,0,0,4.174,2,8191,0,110,0,4.77568
2.4691,0,0,3.252,2,8191,0,112,0,4.98534
3.64546,0,0,2.814,2,8189,0,159,0,6.86067
4.09948,0,0,2.818,2,8189,0,179,0,4.37965
4.01741,0,0,2.912,2,8191,0,177,0,4.50778
4.34347,0,0,3.44,2,8191,0,191,0,3.66912
3.73816,0,0,4.01,2,8189,0,165,0,4.04186
4.33224,0,0,2.334,2,8189,0,189,0,3.7856
4.72841,0,0,2.781,2,8191,0,205,0,3.1799
5.12432,0,0,2.762,2,8191,0,222,0,3.99526
4.1925,0,0,2.456,2,8189,0,185,0,4.74074
3.0162,0,0,3.398,2,8191,0,136,0,10.6696
4.05261,0,0,3.046,2,8190,0,177,0,5.54445
3.85478,0,0,3.38,2,8189,0,170,0,9.0505
4.4489,0,0,2.591,2,8189,0,195,0,8.14195
5.0778,0,0,2.299,2,8189,0,219,0,4.41459
3.97127,0,0,3.045,2,8189,0,174,0,4.58931
4.76343,0,0,2.351,2,8189,0,206,0,3.62253
5.35755,0,0,2.137,2,8191,0,231,0,3.55264
5.03125,0,0,2.65,2,8189,0,219,0,3.64582
5.47341,0,0,1.973,2,8189,0,236,0,6.01037
4.87966,0,0,3.634,2,8191,0,211,0,11.45
4.48366,0,0,2.798,2,8191,0,197,0,4.90381
4.09932,0,0,2.445,2,8189,0,181,0,3.98362
4.63483,0,0,2.436,2,8189,0,201,0,3.52934
3.1326,0,0,2.974,2,8189,0,141,0,3.69242
5.12401,0,0,2.223,2,8189,0,221,0,3.70406
5.26384,0,0,2.911,2,8189,0,227,0,5.60269
3.85468,0,0,2.797,2,8189,0,169,0,4.81062
3.71526,0,0,3.243,2,8189,0,163,0,4.0535
3.83182,0,0,3.156,2,8189,0,167,0,3.90208
4.19281,0,0,3.814,2,8189,0,182,0,3.52934
4.42576,0,0,2.282,2,8191,0,195,0,3.7856
3.73859,0,0,3.293,2,8189,0,165,0,3.16826
4.57693,0,0,3.577,2,8191,0,198,0,3.28474
3.36527,0,0,2.703,2,8189,0,149,0,2.58586
5.15876,0,0,3.033,2,8189,0,224,0,3.01683
4.83278,0,0,2.86,2,8189,0,209,0,3.40122
4.62351,0,0,3.114,2,8189,0,201,0,4.28646
4.22714,0,0,3.512,2,8189,0,182,0,8.84083
3.78493,0,0,2.801,2,8191,0,168,0,10.1571
3.78481,0,0,3.646,2,8189,0,166,0,9.79597
3.77333,0,0,3.968,2,8189,0,165,0,5.36973
3.13274,0,0,3.622,2,8189,0,140,0,4.70579
3.26096,0,0,3.482,2,8189,0,145,0,4.25152
3.61049,0,0,3.273,2,8189,0,159,0,3.94867
4.29762,0,0,3.53,2,8190,0,188,0,3.29638
3.27272,0,0,3.595,2,8189,0,145,0,3.21485
3.54045,0,0,2.579,2,8189,0,156,0,3.23814
4.15746,0,0,3.353,2,8189,0,181,0,3.44781
5.15905,0,0,2.669,2,8191,0,223,0,3.45946
4.47202,0,0,2.751,2,8189,0,194,0,3.59923
5.06568,0,0,2.677,2,8189,0,218,0,3.28474
4.3905,0,0,2.658,2,8189,0,192,0,3.09837
4.99607,0,0,3.68,2,8189,0,216,0,3.79725
4.19259,0,0,3.247,2,8191,0,183,0,3.4711
4.62341,0,0,3.159,2,8189,0,201,0,5.56774
5.17079,0,0,2.421,2,8189,0,224,0,3.89043
5.43876,0,0,2.633,2,8189,0,235,0,3.45946
5.01936,0,0,3.268,2,8189,0,218,0,3.85549
4.56533,0,0,2.187,2,8189,0,197,0,3.50605
5.96294,0,0,2.735,2,8189,0,256,0,3.01683
4.53058,0,0,3.111,2,8189,0,196,0,3.29638
4.16956,0,0,2.682,2,8189,0,181,0,4.48448
4.81014,0,0,3.103,2,8189,0,208,0,6.35981
5.01921,0,0,3.114,2,8189,0,218,0,3.02848
4.47186,0,0,3.317,2,8189,0,195,0,3.57594
4.47211,0,0,2.574,2,8189,0,193,0,8.56128
4.99612,0,0,2.218,2,8189,0,217,0,13.6282
5.03097,0,0,2.469,2,8189,0,218,0,7.09363
4.41362,0,0,5.849,2,8189,0,190,0,5.60269
4.61165,0,0,3.074,2,8191,0,201,0,4.85722
4.04106,0,0,2.873,2,8189,0,178,0,4.72909
4.55374,0,0,2.228,2,8189,0,196,0,5.32314
4.19269,0,0,1.978,2,8189,0,183,0,7.90899
5.65999,0,0,2.234,2,8189,0,243,0,14.8396
4.85659,0,0,2.93,2,8191,0,212,0,13.6631
4.99648,0,0,3.125,2,8191,0,217,0,10.9142
5.14774,0,0,2.484,2,8191,0,221,0,14.1174
4.86814,0,0,2.582,2,8189,0,211,0,11.9741
4.35565,0,0,2.734,2,8189,0,189,0,11.3568
3.90131,0,0,2.662,2,8189,0,173,0,10.1804
4.4368,0,0,4.174,2,8191,0,194,0,7.96723
3.48197,0,0,3.151,2,8191,0,154,0,5.31149
4.55341,0,0,2.75,2,8191,0,198,0,3.34298
4.25044,0,0,2.614,2,8191,0,184,0,5.8007
3.84304,0,0,3.181,2,8189,0,169,0,5.99872
4.41389,0,0,2.959,2,8189,0,193,0,4.03021
2.62032,0,0,5.254,2,8190,0,120,0,3.21485
4.78645,0,0,2.413,2,8189,0,207,0,3.14496
5.11276,0,0,2.457,2,8189,0,221,0,4.93875
5.11286,0,0,2.728,2,8189,0,220,0,10.6579
4.62356,0,0,2.521,2,8189,0,200,0,10.0522
1.25772,0,0,22.424,2,8191,0,60,0,8.39821
2.73663,0,0,3.338,2,8191,0,125,0,4.99699
3.2256,0,0,2.825,2,8191,0,145,0,3.69242
5.01907,0,0,2.748,2,8191,0,216,0,5.74246
4.91411,0,0,2.685,2,8189,0,212,0,12.1605
3.5287,0,0,3.154,2,8189,0,155,0,11.2054
3.92473,0,0,2.823,2,8189,0,172,0,5.34643
3.34237,0,0,3.009,2,8191,0,146,0,3.71571
3.30759,0,0,5.12,2,8191,0,145,0,3.65747
3.76185,0,0,3.37,2,8190,0,166,0,3.5177
3.99467,0,0,2.607,2,8189,0,176,0,3.52934
4.63541,0,0,2.379,2,8189,0,201,0,2.76058
3.61049,0,0,3.548,2,8189,0,158,0,3.31968
4.35586,0,0,2.542,2,8189,0,189,0,4.08845
4.62371,0,0,2.522,2,8190,0,201,0,8.18854
3.49367,0,0,3.235,2,8189,0,155,0,9.78432
2.89971,0,0,2.848,2,8191,0,130,0,8.06042
3.44693,0,0,3.097,2,8189,0,151,0,4.82227
4.36686,0,0,3.644,2,8191,0,189,0,3.99526
4.64643,0,0,2.754,2,8191,0,200,0,4.57766
4.66982,0,0,3.68,2,8189,0,202,0,4.46118
4.21574,0,0,2.949,2,8189,0,185,0,4.84557
3.56349,0,0,2.388,2,8189,0,157,0,3.59923
2.74833,0,0,2.684,2,8189,0,123,0,3.41286
3.48213,0,0,3.075,2,8191,0,153,0,3.11002
3.40063,0,0,2.973,2,8189,0,151,0,2.67904
4.41364,0,0,3.288,2,8191,0,191,0,3.50605
4.06453,0,0,4.107,2,8189,0,178,0,3.4711
4.06471,0,0,3.648,2,8189,0,177,0,3.82054
3.51725,0,0,3.226,2,8189,0,155,0,3.71571
4.79822,0,0,2.441,2,8189,0,208,0,6.1385
3.70326,0,0,2.971,2,8189,0,164,0,6.65101
4.69302,0,0,2.173,2,8189,0,203,0,8.1536
