SendPacket,SendRate(Mb/s),FlightSize,ReceiveRate(Mb/s),Send Loss,Recv Loss,RTT(ms),CWnd,FlowWindow,Retrans,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total,NAK_TotalRecv,Total Send Loss,Total Recv Loss
498,4.46903,69,0,5,0,178.468,132,8190,5,0,130,5,10.2076,5,5,5,0
624,6.01844,106,0,48,0,91.576,177,8182,48,0,45,47,11.896,53,52,53,0
352,3.39546,55,0,193,0,44.414,55,8189,114,0,54,15,10.8926,167,67,246,0
396,3.81968,3,0,102,0,87.5,3,8102,73,0,72,13,11.0759,240,80,348,0
480,4.63018,51,0,5,0,88.704,51,8166,5,0,188,5,8.31658,245,85,353,0
432,4.16689,70,0,6,0,117.467,74,8189,6,0,115,6,8.40341,251,91,359,0
419,4.04149,41,0,95,0,44.86,41,8189,64,0,82,5,10.8444,315,96,454,0
489,4.71683,52,0,4,0,77.973,52,8191,4,0,154,4,11.1338,319,100,458,0
548,5.28579,102,0,4,0,118.851,102,8191,4,0,194,4,9.25243,323,104,462,0
570,5.49808,119,0,34,0,107.121,119,8191,34,0,59,34,8.2201,357,138,496,0
385,3.71353,59,0,128,0,87.792,60,8189,92,0,106,8,8.27798,449,146,624,0
512,4.93845,58,0,7,0,98.201,66,8191,7,0,138,7,8.87616,456,153,631,0
478,4.61089,55,0,10,0,120.666,81,8189,10,0,109,10,8.06573,466,163,641,0
497,4.79388,96,0,14,0,113.515,96,8148,14,0,70,14,7.9596,480,177,655,0
399,3.84812,47,0,100,0,81.661,49,8189,62,0,106,4,10.333,542,181,755,0
479,4.62055,62,0,4,0,92.077,63,8189,4,0,157,4,10.2558,546,185,759,0
414,3.99331,37,0,76,0,52.368,37,8189,76,0,123,5,9.87955,622,190,835,0
447,4.30978,23,0,46,0,49.42,26,8189,46,0,157,2,9.59976,668,192,881,0
559,5.39217,64,0,5,0,97.905,82,8191,5,0,158,5,10.0725,673,197,886,0
543,5.23657,105,0,20,0,110.708,105,8182,20,0,69,20,9.07877,693,217,906,0
371,3.57854,53,0,113,0,80.925,53,8189,89,0,84,7,8.7025,782,224,1019,0
402,3.8777,16,0,60,0,68.977,16,8191,60,0,115,3,9.69624,842,227,1079,0
527,5.08322,58,0,3,0,83.77,59,8189,3,0,197,3,10.8926,845,230,1082,0
464,4.47553,107,0,8,0,119.591,107,8190,8,0,126,8,9.72518,853,238,1090,0
342,3.29892,53,0,111,0,79.059,53,8189,62,0,95,4,9.60941,915,242,1201,0
410,3.95324,64,0,58,0,102.895,70,8189,58,0,122,2,8.40341,973,244,1259,0
555,5.35374,112,0,9,0,134.268,112,8191,9,0,121,9,7.96925,982,253,1268,0
374,3.60744,23,0,126,0,60.892,23,8189,126,0,36,9,8.24904,1108,262,1394,0
505,4.87117,62,0,6,0,124.102,62,8191,6,0,180,6,7.52544,1114,268,1400,0
462,4.45626,71,0,7,0,105.09,72,8189,7,0,103,7,6.13613,1121,275,1407,0
543,5.23753,66,0,11,0,116.903,100,8189,11,0,123,11,6.34838,1132,286,1418,0
348,3.35666,53,0,112,0,58.815,53,8189,74,0,86,5,7.51579,1206,291,1530,0
395,3.8101,27,0,58,0,39.026,27,8189,58,0,110,3,8.19115,1264,294,1588,0
501,4.83245,6,0,66,0,89.575,6,8189,66,0,182,3,7.43861,1330,297,1654,0
515,4.96747,55,0,1,0,74.034,60,8189,1,0,220,1,7.78594,1331,298,1655,0
351,3.38557,3,0,93,0,108.48,3,8105,67,0,63,7,8.35517,1398,305,1748,0
500,4.82275,50,0,3,0,75.049,51,8189,3,0,188,3,8.4227,1401,308,1751,0
529,5.10251,89,0,9,0,125.509,89,8151,9,0,152,9,8.77003,1410,317,1760,0
510,4.91925,99,0,37,0,89.044,99,8177,37,0,31,37,7.37107,1447,354,1797,0
363,3.50135,24,0,153,0,43.361,24,8191,116,0,97,5,5.18098,1563,359,1950,0
468,4.51414,27,0,56,0,52.235,27,8189,56,0,186,1,5.45112,1619,360,2006,0
549,5.29562,83,0,2,0,92.378,83,8191,2,0,236,2,9.54187,1621,362,2008,0
386,3.72319,105,0,119,0,120.514,2,8185,72,0,65,14,10.9794,1693,376,2127,0
465,4.4854,53,0,5,0,74.077,55,8189,5,0,162,5,8.69285,1698,381,2132,0
473,4.56229,72,0,6,0,98.447,72,8189,6,0,143,6,8.12362,1704,387,2138,0
440,4.24405,11,0,104,0,108.803,11,8189,64,0,103,6,8.80862,1768,393,2242,0
375,3.61711,3,0,54,0,94.889,3,8173,54,0,122,3,8.31658,1822,396,2296,0
528,5.09296,57,0,2,0,70.875,57,8136,2,0,196,2,7.7184,1824,398,2298,0
358,3.45317,6,0,96,0,96.314,6,8189,64,0,81,6,9.1463,1888,404,2394,0
403,3.88717,24,0,48,0,39.016,24,8189,48,0,135,3,7.82453,1936,407,2442,0
568,5.4787,83,0,5,0,95.037,83,8175,5,0,187,5,9.23314,1941,412,2447,0
417,4.0222,3,0,119,0,112.661,3,8191,80,0,59,16,10.3716,2021,428,2566,0
418,4.03195,54,0,4,0,96.84,54,8190,4,0,167,4,11.4811,2025,432,2570,0
523,5.04495,67,0,7,0,98.549,73,8189,7,0,141,7,10.1304,2032,439,2577,0
364,3.51106,19,0,99,0,87.29,19,8189,63,0,94,4,7.89206,2095,443,2676,0
483,4.65884,54,0,4,0,108.235,54,8191,4,0,181,4,7.30354,2099,447,2680,0
508,4.89989,65,0,6,0,88.307,82,8190,6,0,140,6,6.93691,2105,453,2686,0
523,5.04463,45,0,98,0,76.369,45,8191,98,0,102,9,6.57994,2203,462,2784,0
480,4.62984,58,0,8,0,87.593,58,8191,8,0,152,8,6.31944,2211,470,2792,0
512,4.93883,78,0,4,0,114.31,100,8191,4,0,147,4,5.90458,2215,474,2796,0
553,5.33427,123,0,23,0,121.439,123,8173,23,0,80,23,6.24226,2238,497,2819,0
316,3.04827,61,0,128,0,91.904,61,8189,76,0,96,5,7.12987,2314,502,2947,0
524,5.05424,54,0,10,0,88.427,67,8191,10,0,148,10,5.92387,2324,512,2957,0
513,4.9485,84,0,8,0,112.026,84,8148,8,0,123,8,5.45112,2332,520,2965,0
