SendPacket,SendRate(Mb/s),FlightSize,ReceiveRate(Mb/s),Send Loss,Recv Loss,RTT(ms),CWnd,FlowWindow,Retrans,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total,NAK_TotalRecv,Total Send Loss,Total Recv Loss
541,4.86872,143,0,3,0,105.969,158,8190,3,0,156,3,10.1786,3,3,3,0
398,3.83855,16,0,175,0,91.532,16,8189,70,0,20,11,11.1048,73,14,178,0
646,6.23096,61,0,11,0,87.453,83,8111,11,0,162,11,12.5038,84,25,189,0
469,4.52368,80,0,7,0,101.766,84,8189,7,0,105,7,11.0663,91,32,196,0
533,5.14098,74,0,6,0,112.74,86,8191,6,0,149,6,9.24278,97,38,202,0
428,4.12858,28,0,55,0,75.298,28,8189,44,0,201,1,10.2848,141,39,257,0
309,2.98084,17,0,32,0,47.947,17,8189,32,0,136,1,12.2819,173,40,289,0
254,2.4503,9,0,32,0,34.795,9,8191,32,0,122,0,13.0055,205,40,321,0
336,3.24099,20,0,0,0,38.935,20,8191,0,0,170,0,13.1116,205,40,321,0
551,5.31381,31,0,0,0,44.774,31,8189,0,0,278,0,10.5356,205,40,321,0
349,3.36624,21,0,33,0,35.738,21,8189,33,0,153,1,9.648,238,41,354,0
535,5.16027,31,0,0,0,50.933,31,8189,0,0,266,0,9.6673,238,41,354,0
553,5.33421,39,0,0,0,65.386,39,8189,0,0,276,0,8.69285,238,41,354,0
439,4.23449,23,0,44,0,72.519,23,8191,44,0,178,2,7.92101,282,43,398,0
469,4.52394,31,0,1,0,73.16,31,8161,1,0,223,1,9.33926,283,44,399,0
426,4.1089,37,0,0,0,69.003,37,8191,0,0,218,0,9.76378,283,44,399,0
503,4.85171,43,0,2,0,73.618,43,8189,2,0,235,2,7.9403,285,46,401,0
543,5.23737,48,0,1,0,70.481,48,8189,1,0,234,1,8.57707,286,47,402,0
321,3.09617,26,0,52,0,66.535,26,8191,52,0,105,3,8.4613,338,50,454,0
