SendPacket,SendRate(Mb/s),FlightSize,ReceiveRate(Mb/s),Send Loss,Recv Loss,RTT(ms),CWnd,FlowWindow,Retrans,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total,NAK_TotalRecv,Total Send Loss,Total Recv Loss,Timeout,usSndDuration
554,5.78844,65,0,3,0,106.75,104,8189,3,0,182,3,12.871,3,3,3,0,0,-1612620721462731
538,6.26488,126,0,11,0,94.222,126,8191,11,0,80,11,14.2455,14,14,14,0,0,2084863060
62,0.721953,3,0,126,0,95.148,3,8066,60,0,1,0,14.4552,74,14,140,0,1,3372541928
519,6.04367,96,0,7,0,84.192,96,8172,7,0,157,7,15.2123,81,21,147,0,1,2891865438
637,7.41836,93,0,10,0,137.335,132,8155,10,0,128,10,16.4936,91,31,157,0,1,2828178360
616,7.17347,86,0,10,0,109.527,164,8191,10,0,148,10,18.7766,101,41,167,0,1,2712216318
366,4.26203,166,0,20,0,110.542,166,8181,20,0,12,20,18.0544,121,61,187,0,1,1380445892
247,2.87628,59,0,166,0,42.573,59,8189,59,0,69,0,18.8931,180,61,353,0,2,4304681794
683,7.95363,113,0,14,0,92.102,113,8161,14,0,146,13,14.9211,194,74,367,0,2,2675542674
190,2.21246,116,0,15,0,93.665,116,8170,15,0,10,15,14.2106,209,89,382,0,2,842462712
281,3.2722,64,0,116,0,62.395,67,8191,61,0,84,0,11.5548,270,89,498,0,3,4834600974
640,7.45334,108,0,5,0,93.515,128,8189,5,0,185,5,15.0725,275,94,503,0,3,2819955474
601,6.99896,95,0,14,0,110.42,149,8176,14,0,92,14,18.1359,289,108,517,0,3,2769042878
698,8.12816,171,0,30,0,92.457,171,8175,30,0,111,30,17.6001,319,138,547,0,3,2375698318
62,0.721983,95,0,171,0,91.389,3,8115,62,0,1,0,17.5419,381,138,718,0,4,3262532448
526,6.12522,72,0,3,0,84.899,91,8191,65,0,144,3,18.7183,446,141,721,0,4,2785920326
655,7.62738,122,0,7,0,87.406,130,8155,7,0,135,7,18.8581,453,148,728,0,4,2648609166
701,8.16286,104,0,6,0,102.767,168,8189,6,0,178,6,15.0725,459,154,734,0,4,2857734390
459,5.34502,177,0,11,0,100.872,177,8174,11,0,47,11,15.0259,470,165,745,0,4,1617278754
131,1.52558,27,0,177,0,51.25,27,8189,59,0,25,0,14.8978,529,165,922,0,5,4061897560
546,6.35814,67,0,5,0,123.052,100,8189,5,0,146,5,15.5384,534,170,927,0,5,2727020044
613,7.13831,106,0,19,0,88.729,111,8191,19,0,35,19,15.1424,553,189,946,0,5,2809327990
424,4.93732,118,0,28,0,80.835,118,8182,28,0,25,27,13.104,581,216,974,0,5,1712256652
95,1.10624,15,0,118,0,66.262,15,8189,59,0,13,0,12.0207,640,216,1092,0,6,3889639452
595,6.92902,79,0,15,0,70.753,95,8189,15,0,141,15,12.4051,655,231,1107,0,6,2810784256
227,2.6433,98,0,16,0,77.009,98,8191,16,0,11,16,12.3003,671,247,1123,0,6,1159080188
364,4.23876,67,0,102,0,67.589,69,8189,67,0,88,4,13.5233,738,251,1225,0,7,4442804436
336,3.91247,107,0,5,0,93.866,107,8190,5,0,105,5,13.1622,743,256,1230,0,7,1311295160
305,3.5517,62,0,107,0,57.021,72,8189,59,0,96,0,13.5466,802,256,1337,0,8,4244637712
615,7.16135,107,0,13,0,125.201,111,8180,13,0,112,13,15.8646,815,269,1350,0,8,2741172812
26,0.302784,112,0,6,0,121.104,112,8176,6,0,1,5,15.8646,821,274,1356,0,8,4430776
324,3.77304,74,0,115,0,74.758,74,8191,61,0,100,2,15.5734,882,276,1471,0,9,5279296106
62,0.721928,3,0,74,0,75.156,3,8117,59,0,1,0,15.8413,941,276,1545,0,10,2990232504
