SendPacket,SendRate(Mb/s),FlightSize,ReceiveRate(Mb/s),Send Loss,Recv Loss,RTT(ms),CWnd,FlowWindow,Retrans,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total,NAK_TotalRecv,Total Send Loss,Total Recv Loss,Timeout,usSndDuration
1533,5.25143,141,0,2,0,82.223,651,8189,2,0,649,2,8.80992,2,2,2,0,0,-1387283661806371
1674,6.10485,146,0,0,0,68.221,1425,8189,0,0,774,0,11.5094,2,2,2,0,0,2761151260
1747,6.37152,449,0,0,0,187.35,2136,8189,0,0,711,0,13.556,2,2,2,0,0,2809132914
1832,6.68143,338,0,1,0,183.345,2981,8190,1,0,845,1,14.862,3,3,3,0,0,2757573854
1826,6.6594,553,0,0,0,168.469,3603,8189,0,0,622,0,18.5245,3,3,3,0,0,2854033570
1663,6.06505,163,0,1,0,65.925,4393,8189,1,0,790,1,10.6777,4,4,4,0,0,2785707782
1754,6.39688,174,0,2,0,75.634,5058,8189,2,0,665,2,13.4028,6,6,6,0,0,2798827290
1951,7.11593,460,0,1,0,274.212,5649,8189,1,0,591,1,18.561,7,7,7,0,0,2795371292
1740,6.34627,392,0,0,0,138.917,6426,8189,0,0,777,0,12.2609,7,7,7,0,0,2779835324
1700,6.2003,152,0,0,0,83.576,7368,8179,0,0,942,0,12.4141,7,7,7,0,0,2813560218
1795,6.54681,112,0,0,0,93.653,8290,8189,0,0,922,0,13.8989,7,7,7,0,0,2791428866
1858,6.77679,241,0,0,0,125.987,9158,8189,0,0,868,0,13.4246,7,7,7,0,0,2803499914
1739,6.3422,80,0,0,0,59.921,10110,8189,0,0,952,0,17.4557,7,7,7,0,0,2775038322
1840,6.71048,320,0,1,0,258.43,10708,8191,1,0,598,1,18.8054,8,8,8,0,0,2777370840
1666,6.07584,221,0,1,0,70.281,11587,8190,1,0,879,1,10.7361,9,9,9,0,0,2730879662
1876,6.84198,147,0,0,0,110.822,12489,8189,0,0,902,0,11.9727,9,9,9,0,0,2890573652
2017,7.35603,412,0,1,0,109.142,13275,8189,1,0,786,1,14.6102,10,10,10,0,0,2727852750
1886,6.8782,403,0,0,0,261.11,14008,8189,0,0,733,0,15.0225,10,10,10,0,0,2827620735
1863,6.79506,401,0,0,0,299.18,14792,8189,0,0,784,0,20.7425,10,10,10,0,0,2810943133
1716,6.25855,285,0,0,0,127.481,15619,8189,0,0,827,0,12.7716,10,10,10,0,0,2792538140
2054,7.49107,595,0,0,0,146.805,16479,8189,0,0,860,0,53.0492,10,10,10,0,0,2740996552
1921,7.00593,526,0,0,0,163.865,17335,8189,0,0,856,0,13.6836,10,10,10,0,0,2844383696
1973,7.19588,312,0,1,0,79.992,17948,8189,1,0,613,1,96.8179,11,11,11,0,0,2745843711
1822,6.64446,277,0,0,0,124.571,18816,8189,0,0,868,0,12.0603,11,11,11,0,0,2791086723
1959,7.14501,95,0,0,0,91.797,19889,8189,0,0,1073,0,146.084,11,11,11,0,0,2867795854
1882,6.86433,209,0,1,0,138.922,20669,8189,1,0,780,1,12.385,12,12,12,0,0,2766232518
1831,6.67829,299,0,1,0,96.656,21434,8189,1,0,765,1,11.8487,13,13,13,0,0,2807198380
1733,6.32042,104,0,0,0,54.253,22369,8189,0,0,935,0,13.6545,13,13,13,0,0,2796688265
1906,6.952,353,0,1,0,186.397,23091,8189,1,0,722,1,15.1684,14,14,14,0,0,2798686261
1675,6.10883,446,0,0,0,108.427,23884,8189,0,0,793,0,13.8733,14,14,14,0,0,2742089336
1860,6.78361,250,0,0,0,96.137,24738,8189,0,0,854,0,217.264,14,14,14,0,0,2804584264
1926,7.02428,169,0,3,0,58.08,25354,8189,3,0,616,3,102.505,17,17,17,0,0,2814525022
1761,6.42285,191,0,2,0,82.157,26001,8189,2,0,647,2,9.69638,19,19,19,0,0,2790210794
1737,6.33489,127,0,2,0,59.011,26671,8189,2,0,670,2,12.1187,21,21,21,0,0,2807466942
1795,6.54631,290,0,1,0,137.537,27329,8189,1,0,658,1,10.7288,22,22,22,0,0,2771876786
1627,5.93366,616,0,0,0,236.052,27918,8189,0,0,589,0,20.6842,22,22,22,0,0,2750361908
2013,7.34168,2169,0,0,0,350.4,27999,8191,0,0,81,0,22.997,22,22,22,0,0,750850674
