SendPacket,SendRate(Mb/s),FlightSize,ReceiveRate(Mb/s),Send Loss,Recv Loss,RTT(ms),CWnd,FlowWindow,Retrans,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total,NAK_TotalRecv,Total Send Loss,Total Recv Loss
1237,6.71065,111,0,0,0,57.145,1146,8165,0,1,46,0,246.739,0,0,0,0
1143,6.4545,93,0,2,0,64.804,2213,8191,2,46,41,2,590.148,2,2,2,0
1748,9.87118,114,0,0,0,46.338,634,8167,0,45.1639,66,0,12.3522,2,2,2,0
1537,8.67912,82,0,0,0,39.122,656,8188,0,45.1521,70,0,14.7582,2,2,2,0
1604,9.05708,68,0,0,0,46.279,2195,8191,0,45.1413,70,0,14.5605,2,2,2,0
1542,8.70683,105,0,0,0,41.718,979,8191,0,45.1288,69,0,13.2389,2,2,2,0
1664,9.39577,90,0,0,0,50.436,1052,8174,0,45.1166,73,0,12.5837,2,2,2,0
1524,8.60525,92,0,0,0,45.201,592,8191,0,45.1041,74,0,14.922,2,2,2,0
1439,8.12562,101,0,0,0,43.49,147,8186,0,45.093,68,0,15.1253,2,2,2,0
1434,8.09755,76,0,0,0,45.281,140,8185,0,45.0809,72,0,12.4143,2,2,2,0
1417,8.00543,87,0,0,0,46.62,187,8178,0,45.0669,74,0,10.4149,2,2,2,0
1512,8.5378,92,0,0,0,48.739,148,8177,0,45.0551,74,0,12.9904,2,2,2,0
1403,7.92238,85,0,0,0,48.088,266,8191,0,45.0426,76,0,12.1376,2,2,2,0
1454,8.20999,71,0,0,0,46.007,163,8191,0,45.0297,75,0,13.2728,2,2,2,0
1162,6.56183,105,0,1,0,69.356,1827,8191,1,50.7886,47,1,413.88,3,3,3,0
1189,6.71462,139,0,0,0,62.536,2274,8174,0,50.073,46,0,22.7163,3,3,3,0
1265,7.14371,104,0,0,0,60.721,2785,8190,0,48.9921,45,0,559.542,3,3,3,0
1767,9.97818,103,0,0,0,49.183,370,8168,0,48.4122,76,0,14.3516,3,3,3,0
1496,8.4471,81,0,0,0,41.483,285,8182,0,48.3986,70,0,11.8326,3,3,3,0
1605,9.06262,71,0,0,0,39.152,647,8168,0,48.3839,72,0,12.804,3,3,3,0
1450,8.18736,59,0,0,0,49.522,1203,8169,0,48.3703,70,0,13.0243,3,3,3,0
1513,8.54315,108,0,0,0,59.901,315,8148,0,48.3571,70,0,12.2166,3,3,3,0
1464,8.26647,78,0,0,0,46.832,349,8180,0,48.3428,72,0,14.2386,3,3,3,0
1545,8.72448,99,0,0,0,43.816,772,8149,0,48.3284,73,0,15.4303,3,3,3,0
1503,8.48719,80,0,0,0,46.888,364,8191,0,48.3138,75,0,11.3751,3,3,3,0
1528,8.628,82,0,0,0,44.35,558,8177,0,48.3002,73,0,9.92354,3,3,3,0
1481,8.36142,93,0,0,0,44.067,660,8191,0,48.2869,72,0,12.3409,3,3,3,0
1465,8.27262,94,0,0,0,46.756,134,8163,0,48.2726,70,0,11.0531,3,3,3,0
1488,8.40238,101,0,0,0,43.824,149,8188,0,48.2583,73,0,14.1031,3,3,3,0
1092,6.16634,127,0,0,0,67.828,1009,8147,0,48.2483,49,0,13.1203,3,3,3,0
1081,6.10469,104,0,2,0,74.536,4587,8190,2,61.9968,37,2,11.6857,5,5,5,0
1171,6.61292,98,0,1,0,57.468,2535,8189,1,69.6991,45,1,145.916,6,6,6,0
1707,9.63915,91,0,1,0,36.164,1699,8187,1,76.1993,73,1,12.6515,7,7,7,0
1682,9.49773,81,0,0,0,40.245,413,8160,0,73.4884,73,0,837.164,7,7,7,0
1535,8.66327,87,0,0,0,46.616,865,8191,0,71.8723,72,0,12.002,7,7,7,0
1652,9.32793,101,0,0,0,41.503,410,8191,0,71.8383,75,0,14.5436,7,7,7,0
1600,9.03136,72,0,0,0,40.189,1714,8158,0,71.8068,75,0,14.4532,7,7,7,0
1631,9.20947,126,0,0,0,45.471,905,8179,0,71.7739,72,0,12.8323,7,7,7,0
1447,8.16767,76,0,0,0,39.557,107,8187,0,71.7395,75,0,13.8828,7,7,7,0
1420,8.01767,80,0,0,0,49.701,720,8181,0,71.7088,72,0,12.3465,7,7,7,0
1429,8.06871,102,0,0,0,47.295,130,8186,0,71.6784,72,0,9.32485,7,7,7,0
1487,8.39515,83,0,0,0,41.632,134,8152,0,71.6462,77,0,13.3406,7,7,7,0
1464,8.2673,130,0,0,0,44.447,140,8181,0,71.6175,66,0,13.2728,7,7,7,0
1412,7.97262,70,0,0,0,46.325,144,8181,0,71.5896,73,0,14.617,7,7,7,0
1127,6.36406,87,0,2,0,72.953,2447,8146,2,90.9764,39,2,463.266,9,9,9,0
1101,6.21772,219,0,1,0,82.761,3146,8166,1,100,44,1,15.0519,10,10,10,0
1220,6.88951,120,0,2,0,95.758,6924,8188,2,127.987,36,2,17.4806,12,12,12,0
1917,10.8252,80,0,0,0,45.544,811,8158,0,119.235,77,0,616.383,12,12,12,0
1604,9.05724,82,0,0,0,43.786,843,8191,0,111.701,67,0,15.5659,12,12,12,0
1500,8.46976,76,0,0,0,49.347,711,8191,0,111.631,70,0,12.1319,12,12,12,0
1617,9.13031,62,0,0,0,48.13,1187,8179,0,111.561,75,0,13.3688,12,12,12,0
1605,9.06278,88,0,0,0,40.319,788,8146,0,111.488,72,0,13.7133,12,12,12,0
1683,9.50293,83,0,0,0,40.261,362,8191,0,111.41,76,0,13.8715,12,12,12,0
1571,8.87059,94,0,0,0,39.785,168,8158,0,111.329,78,0,13.3406,12,12,12,0
1480,8.35682,90,0,0,0,42.704,856,8184,0,111.255,73,0,11.7817,12,12,12,0
1459,8.23883,91,0,0,0,62.146,2689,8186,0,111.184,70,0,10.5109,12,12,12,0
1552,8.76266,90,0,0,0,45.56,158,8155,0,111.11,76,0,10.6804,12,12,12,0
1486,8.3907,80,0,0,0,50.03,193,8168,0,111.037,68,0,12.8323,12,12,12,0
1541,8.7012,89,0,0,0,48.399,197,8191,0,110.968,76,0,13.7811,12,12,12,0
1018,5.74862,89,0,1,0,64.518,4638,8172,1,124.983,46,1,12.6685,13,13,13,0
1297,7.3245,118,0,0,0,67.71,10020,8166,0,124.304,52,0,241.418,13,13,13,0
1404,7.92882,186,0,1,0,73.59,9360,8180,1,131.468,43,1,795.317,14,14,14,0
1724,9.73591,84,0,0,0,47.825,2665,8191,0,84.4111,72,0,32.058,14,14,14,0
1816,10.2547,103,0,0,0,39.149,143,8182,0,84.3682,78,0,15.9217,14,14,14,0
1568,8.8536,95,0,0,0,43.877,473,8191,0,84.3238,76,0,14.9728,14,14,14,0
1676,9.46335,100,0,0,0,39.53,793,8188,0,84.2819,73,0,15.4755,14,14,14,0
1469,8.29468,82,0,0,0,42.514,136,8157,0,84.2376,76,0,12.307,14,14,14,0
1588,8.96659,85,0,0,0,41.524,197,8175,0,84.1957,72,0,13.0582,14,14,14,0
1548,8.74099,67,0,0,0,42.156,1753,8191,0,84.1535,73,0,12.5216,14,14,14,0
1502,8.48082,80,0,0,0,45.78,195,8169,0,84.1091,76,0,13.9167,14,14,14,0
1501,8.47529,88,0,0,0,58.948,166,8174,0,84.0705,77,0,13.3293,14,14,14,0
1472,8.31183,91,0,0,0,47.718,200,8191,0,84.0279,73,0,12.5612,14,14,14,0
1517,8.56611,76,0,0,0,44.206,122,8191,0,83.9818,73,0,13.8376,14,14,14,0
1481,8.36297,103,0,0,0,45.44,249,8168,0,83.9395,75,0,13.0921,14,14,14,0
1258,7.10384,85,0,1,0,58.939,4650,8136,1,94.9746,52,1,121.895,15,15,15,0
1572,8.87629,142,0,1,0,70.282,6566,8164,1,104.532,47,1,126.267,16,16,16,0
1383,7.80998,181,0,0,0,52.618,2235,8190,0,98.3628,51,0,428.339,16,16,16,0
1805,10.1929,82,0,0,0,39.016,332,8191,0,97.3163,81,0,13.6343,16,16,16,0
