SendPacket,SendRate(Mb/s),FlightSize,ReceiveRate(Mb/s),Send Loss,Recv Loss,RTT(ms),CWnd,FlowWindow,Retrans,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total,NAK_TotalRecv,Total Send Loss,Total Recv Loss,Timeout,usSndDuration
1058,3.68998,155,0,4,0,87.313,320,8128,4,0,318,4,5.09261,4,4,4,0,0,-635779582375954
1236,4.50747,379,0,31,0,86.949,379,8191,31,0,59,31,6.50438,35,35,35,0,0,2357851342
680,2.47996,115,0,384,0,72.789,143,8189,294,0,141,5,6.61018,329,40,419,0,1,3119202716
1218,4.44116,109,0,6,0,150.248,190,8189,6,0,393,6,8.1095,335,46,425,0,1,2912332248
1244,4.53682,168,0,8,0,94.846,192,8191,8,0,301,8,7.9417,343,54,433,0,1,2716575680
1088,3.96817,116,0,8,0,113.73,193,8189,8,0,263,8,9.05434,351,62,441,0,1,2836323140
1169,4.26319,120,0,8,0,94.579,195,8189,8,0,245,8,6.61747,359,70,449,0,1,2823103220
1234,4.5002,101,0,7,0,105.02,196,8189,7,0,341,7,6.90931,366,77,456,0,1,2801462398
1165,4.24882,175,0,17,0,99.479,197,8191,17,0,142,17,9.09082,383,94,473,0,1,2761890628
744,2.71277,84,0,215,0,43.936,86,8189,123,0,96,18,7.15373,506,112,688,0,2,2750050296
1060,3.86385,101,0,8,0,78.579,101,8191,8,0,379,8,9.28781,514,120,696,0,2,2836680210
1150,4.19426,91,0,3,0,90.572,105,8189,3,0,446,3,7.23763,517,123,699,0,2,2778390888
1102,4.01897,109,0,4,0,79.137,109,8187,4,0,388,4,9.0288,521,127,703,0,2,2844075066
1036,3.77858,110,0,5,0,79.949,112,8189,5,0,359,5,6.15418,526,132,708,0,2,2735158258
1058,3.85855,108,0,6,0,93.202,115,8190,6,0,338,6,8.56186,532,138,714,0,2,2817256344
1090,3.97525,108,0,4,0,66.511,118,8189,4,0,343,4,6.36211,536,142,718,0,2,2768916206
1092,3.98252,121,0,7,0,81.834,121,8107,7,0,385,7,5.30419,543,149,725,0,2,2834389110
1163,4.24165,124,0,7,0,89.59,124,8189,7,0,384,7,7.50758,550,156,732,0,2,2799234636
1057,3.85488,128,0,4,0,113.157,128,8190,4,0,425,4,6.90202,554,160,736,0,2,2764845998
1098,4.00441,120,0,4,0,77.963,130,8189,4,0,315,4,6.73786,558,164,740,0,2,2826344850
1091,3.97887,131,0,5,0,104.328,133,8189,5,0,325,5,8.34662,563,169,745,0,2,2788481668
1131,4.12476,101,0,7,0,85.823,135,8189,7,0,327,7,8.02925,570,176,752,0,2,2761160094
1128,4.11383,124,0,3,0,94.162,138,8189,3,0,366,3,7.21939,573,179,755,0,2,2813683026
1061,3.86968,140,0,5,0,97.901,140,8189,5,0,324,5,7.73376,578,184,760,0,2,2773650530
1068,3.89523,140,0,3,0,93.93,143,8191,3,0,337,3,10.1086,581,187,763,0,2,2836083698
