SendPacket,SendRate(Mb/s),FlightSize,ReceiveRate(Mb/s),Send Loss,Recv Loss,RTT(ms),CWnd,FlowWindow,Retrans,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total,NAK_TotalRecv,Total Send Loss,Total Recv Loss
1924,0.801392,157,0,0,0,58.667,891,8191,0,0,889,0,2.11501,0,0,0,0
2375,1.06372,353,0,0,0,141.277,1814,8191,0,0,923,0,15.9681,0,0,0,0
2175,0.974141,161,0,0,0,62.392,2989,8189,0,0,1175,0,3.16915,0,0,0,0
2390,1.0705,351,0,0,0,140.836,4064,8189,0,0,1075,0,21.8234,0,0,0,0
2364,1.05889,329,0,0,0,122.028,5188,8189,0,0,1124,0,28.2455,0,0,0,0
2377,1.06466,128,0,1,0,61.6,6320,8191,1,0,1132,1,4.56557,1,1,1,0
2477,1.10946,214,0,0,0,117.743,7410,8191,0,0,1090,0,2.75834,1,1,1,0
2458,1.10092,335,0,0,0,130.293,8548,8191,0,0,1138,0,2.28077,1,1,1,0
2667,1.19442,315,0,0,0,212.7,9442,8191,0,0,894,0,2.1952,1,1,1,0
2406,1.07763,159,0,0,0,61.549,10726,8187,0,0,1284,0,5.30029,1,1,1,0
2401,1.07546,194,0,0,0,57.181,11860,8189,0,0,1134,0,1.62669,1,1,1,0
2131,0.95443,260,0,0,0,84.271,12895,8187,0,0,1035,0,5.95078,1,1,1,0
2385,1.06825,279,0,0,0,79.307,14083,8191,0,0,1188,0,8.74317,1,1,1,0
2401,1.07543,140,0,0,0,45.763,15353,8189,0,0,1270,0,7.64691,1,1,1,0
2526,1.13135,287,0,0,0,115.618,16426,8191,0,0,1073,0,1.84307,1,1,1,0
2378,1.06501,307,0,0,0,78.322,17608,8189,0,0,1182,0,3.51411,1,1,1,0
2548,1.14121,381,0,0,0,156.836,18762,8189,0,0,1154,0,50.0474,1,1,1,0
2418,1.08302,202,0,0,0,51.933,19940,8191,0,0,1178,0,1.43494,1,1,1,0
2330,1.04359,139,0,0,0,58.841,21138,8189,0,0,1198,0,2.61363,1,1,1,0
2377,1.06461,191,0,0,0,54.844,22305,8191,0,0,1167,0,19.0499,1,1,1,0
2348,1.05151,358,0,0,0,136.149,23383,8187,0,0,1078,0,19.001,1,1,1,0
2342,1.049,162,0,0,0,127.584,24449,8189,0,0,1066,0,26.2622,1,1,1,0
2506,1.12251,89,0,0,0,60.991,25593,8189,0,0,1144,0,18.1884,1,1,1,0
2499,1.11933,348,0,0,0,143.566,26654,8189,0,0,1061,0,15.6428,1,1,1,0
2356,1.0553,301,0,0,0,139.075,27792,8189,0,0,1138,0,6.34278,1,1,1,0
2206,0.988059,265,0,0,0,109.113,28857,8191,0,0,1065,0,1.91565,1,1,1,0
2381,1.06642,342,0,0,0,128.548,29973,8191,0,0,1116,0,34.319,1,1,1,0
2614,1.17084,453,0,0,0,116.052,30905,8189,0,0,932,0,1.96493,1,1,1,0
2386,1.06871,321,0,0,0,110.176,31960,8189,0,0,1055,0,1.77453,1,1,1,0
2304,1.03195,179,0,0,0,102.562,33141,8191,0,0,1181,0,1.70688,1,1,1,0
2373,1.06289,356,0,0,0,164.512,34242,8191,0,0,1101,0,45.2529,1,1,1,0
2368,1.06057,317,0,0,0,115.046,35416,8191,0,0,1174,0,29.5716,1,1,1,0
2390,1.07046,406,0,0,0,217.12,36476,8189,0,0,1060,0,2.19072,1,1,1,0
2197,0.98388,362,0,0,0,90.814,37566,8171,0,0,1090,0,2.49984,1,1,1,0
2444,1.09459,160,0,0,0,77.519,38720,8187,0,0,1154,0,3.30714,1,1,1,0
2318,1.03813,472,0,0,0,135.661,39697,8191,0,0,977,0,1.75437,1,1,1,0
2329,1.04316,219,0,0,0,69.082,40902,8187,0,0,1205,0,1.42285,1,1,1,0
