SendPacket,SendRate(Mb/s),FlightSize,ReceiveRate(Mb/s),Send Loss,Recv Loss,RTT(ms),CWnd,FlowWindow,Retrans,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total,NAK_TotalRecv,Total Send Loss,Total Recv Loss,Timeout,ExpCount,usSndDuration
1474,0.605004,188,0,0,0,82.689,202,8189,0,0,651,0,3.0585,0,0,0,0,0,1,-894005160578663
1993,0.892236,149,0,0,0,62.559,326,8187,0,0,1022,0,6.42298,0,0,0,0,0,1,2784047602
1970,0.882402,231,0,0,0,127.211,409,8189,0,0,949,0,1.93357,0,0,0,0,0,1,2798010026
1823,0.816495,220,0,1,0,102.344,463,8191,1,0,749,1,27.6913,1,1,1,0,0,1,2791184844
2007,0.898916,325,0,0,0,111.819,525,8189,0,0,957,0,3.40301,1,1,1,0,0,1,2770620356
2048,0.917329,135,0,0,0,49.232,584,8187,0,0,1015,0,1.29786,1,1,1,0,0,1,2811939396
1871,0.838047,218,0,0,0,121.223,631,8189,0,0,900,0,1.7248,1,1,1,0,0,1,2786696682
1876,0.840255,145,0,3,0,81.422,667,8189,3,0,735,3,10.6763,4,4,4,0,0,1,2805282942
2037,0.912341,438,0,0,0,209.026,705,8189,0,0,804,0,18.82,4,4,4,0,0,1,2773129294
1036,0.464001,716,0,0,0,294.04,716,8191,0,0,253,0,8.11238,4,4,4,0,0,1,1425499112
689,0.30859,106,0,716,0,35.212,109,8191,190,0,200,0,27.6044,194,4,720,0,1,1,4191869878
2016,0.902532,199,0,0,0,123.337,271,8189,0,0,967,0,1.34624,194,4,720,0,1,1,2798472390
1894,0.847962,206,0,0,0,136.328,366,8189,0,0,949,0,4.0871,194,4,720,0,1,1,2756272190
1773,0.79412,135,0,0,0,95.465,440,8189,0,0,928,0,2.67994,194,4,720,0,1,1,2828657230
1924,0.861733,166,0,1,0,120.689,501,8189,1,0,903,1,2.26419,195,5,721,0,1,1,2772348642
2006,0.898524,379,0,0,0,138.563,554,8189,0,0,876,0,34.8029,195,5,721,0,1,1,2806618696
2145,0.96071,520,0,0,0,172.443,594,8189,0,0,706,0,3.42227,195,5,721,0,1,1,2770454456
1985,0.889071,301,0,0,0,172.348,643,8189,0,0,963,0,17.5867,195,5,721,0,1,1,2821086478
1917,0.858661,102,0,0,0,78.817,683,8189,0,0,1055,0,8.9161,195,5,721,0,1,1,2776190564
1857,0.831788,268,0,0,0,134.587,698,8189,0,0,850,0,2.97562,195,5,721,0,1,1,2811157650
1850,0.828575,276,0,1,0,104.223,705,8189,1,0,709,1,4.48538,196,6,722,0,1,1,2757159454
2054,0.919958,178,0,1,0,96.769,710,8189,1,0,941,1,1.98374,197,7,723,0,1,1,2838659110
1944,0.87072,396,0,1,0,154.259,712,8189,1,0,806,1,3.98899,198,8,724,0,1,1,2797767914
1963,0.879151,450,0,0,0,356.413,714,8189,0,0,661,0,4.99878,198,8,724,0,1,1,2792787014
1812,0.811609,398,0,0,0,169.266,715,8189,0,0,871,0,2.016,198,8,724,0,1,1,2795012912
1969,0.881977,177,0,0,0,43.22,716,8187,0,0,990,0,11.0109,198,8,724,0,1,1,2793252540
1919,0.859487,248,0,0,0,140.547,718,8189,0,0,929,0,6.16448,198,8,724,0,1,1,2787356390
1861,0.833508,233,0,0,0,134.425,724,8185,0,0,944,0,1.66163,198,8,724,0,1,1,2794779988
1921,0.860351,183,0,2,0,94.447,735,8189,2,0,777,2,24.0182,200,10,726,0,1,1,2781302342
1765,0.79055,117,0,0,0,102.692,763,8189,0,0,918,0,2.352,200,10,726,0,1,1,2814594496
2010,0.900244,199,0,0,0,102.246,803,8187,0,0,970,0,5.56326,200,10,726,0,1,1,2779512526
1980,0.886787,135,0,1,0,70.679,838,8187,1,0,902,1,2.43533,201,11,727,0,1,1,2800336756
2034,0.911053,204,0,1,0,94.137,873,8181,1,0,923,1,18.4822,202,12,728,0,1,1,2790997090
2053,0.91955,244,0,0,0,60.885,909,8189,0,0,1010,0,3.0343,202,12,728,0,1,1,2803892974
1918,0.859052,104,0,0,0,77.592,944,8191,0,0,1031,0,24.27,202,12,728,0,1,1,2773215656
2179,0.975921,799,0,0,0,184.905,966,8187,0,0,634,0,1.23782,202,12,728,0,1,1,2745878420
1937,0.867596,213,0,0,0,94.043,996,8190,0,0,935,0,3.10733,202,12,728,0,1,1,2826726308
2025,0.90701,145,0,1,0,60.93,1025,8189,1,0,925,1,2.00032,203,13,729,0,1,1,2813521438
1925,0.862158,133,0,0,0,60.671,1055,8183,0,0,973,0,18.5575,203,13,729,0,1,1,2802217326
1864,0.834856,150,0,1,0,119.223,1081,8189,1,0,851,1,1.61101,204,14,730,0,1,1,2793805736
1839,0.823649,287,0,0,0,163.88,1106,8189,0,0,856,0,1.7472,204,14,730,0,1,1,2774321312
1993,0.892693,226,0,1,0,51.936,1131,8189,1,0,890,1,3.12838,205,15,731,0,1,1,2816052764
1793,0.803099,214,0,0,0,101.481,1157,8189,0,0,908,0,11.7255,205,15,731,0,1,1,2776370506
1994,0.893151,298,0,1,0,170.746,1179,8189,1,0,831,1,26.5373,206,16,732,0,1,1,2816875110
1904,0.852769,154,0,1,0,86.588,1203,8189,1,0,889,1,3.9415,207,17,733,0,1,1,2782183572
1888,0.845654,295,0,0,0,127.785,1226,8189,0,0,879,0,6.38131,207,17,733,0,1,1,2805231184
1756,0.786453,138,0,2,0,119.5,1247,8181,2,0,792,2,1.55814,209,19,735,0,1,1,2788485208
1799,0.80574,246,0,0,0,156.465,1267,8189,0,0,797,0,2.46803,209,19,735,0,1,1,2755487828
1927,0.863054,177,0,1,0,51.871,1290,8183,1,0,899,1,3.15437,210,20,736,0,1,1,2824271380
1855,0.830883,215,0,0,0,104.545,1312,8189,0,0,915,0,3.77709,210,20,736,0,1,1,2801341396
1903,0.852361,76,0,0,0,79.143,1337,8187,0,0,1026,0,2.08544,210,20,736,0,1,1,2791280236
1964,0.879707,251,0,0,0,211.333,1356,8191,0,0,803,0,2.55674,210,20,736,0,1,1,2807270848
1964,0.879715,319,0,0,0,172.076,1377,8189,0,0,908,0,35.5354,210,20,736,0,1,1,2791187602
1826,0.817887,345,0,1,0,99.449,1394,8189,1,0,740,1,4.85498,211,21,737,0,1,1,2773831780
2035,0.911495,346,0,0,0,211.58,1410,8189,0,0,684,0,7.97619,211,21,737,0,1,1,2792182058
1882,0.842941,162,0,1,0,62.878,1432,8189,1,0,956,1,2.79238,212,22,738,0,1,1,2817709496
1871,0.837993,165,0,0,0,76.066,1452,8189,0,0,937,0,1.72525,212,22,738,0,1,1,2773936130
1910,0.855473,100,0,1,0,51.798,1472,8187,1,0,884,1,3.52486,213,23,739,0,1,1,2802411570
2056,0.920882,326,0,0,0,196.324,1490,8191,0,0,859,0,2.33094,213,23,739,0,1,1,2794901522
2048,0.917304,261,0,1,0,162.222,1509,8189,1,0,876,1,22.9699,214,24,740,0,1,1,2792238627
1925,0.862164,187,0,2,0,55.966,1525,8189,2,0,773,2,15.004,216,26,742,0,1,1,2810127989
2040,0.91363,298,0,0,0,168.827,1545,8189,0,0,956,0,8.21946,216,26,742,0,1,1,2779793884
1947,0.871998,393,0,0,0,128.721,1564,8189,0,0,929,0,1.86189,216,26,742,0,1,1,2773869160
2075,0.929349,372,0,0,0,182.349,1580,8189,0,0,795,0,11.2036,216,26,742,0,1,1,2789640988
1779,0.796811,164,0,0,0,111.435,1600,8189,0,0,993,0,16.2835,216,26,742,0,1,1,2818315934
1974,0.884113,389,0,0,0,211.936,1617,8187,0,0,833,0,10.3685,216,26,742,0,1,1,2773196692
2041,0.914114,251,0,1,0,102.661,1634,8189,1,0,845,1,7.8624,217,27,743,0,1,1,2825522896
1755,0.78609,210,0,2,0,79.099,1649,8189,2,0,767,2,17.73,219,29,745,0,1,1,2798025020
1976,0.885063,680,0,1,0,99.404,1662,8191,1,0,682,1,2.00973,220,30,746,0,1,1,2724752660
1994,0.893146,265,0,0,0,115.045,1680,8187,0,0,958,0,30.473,220,30,746,0,1,1,2854824336
1883,0.843414,134,0,1,0,78.238,1698,8189,1,0,933,1,2.0048,221,31,747,0,1,1,2800280686
2040,0.913736,610,0,0,0,108.475,1712,8189,0,0,784,0,4.47194,221,31,747,0,1,1,2785108826
1802,0.807132,160,0,1,0,81.517,1729,8190,1,0,915,1,3.40435,222,32,748,0,1,1,2804520464
1934,0.866204,126,0,1,0,89.317,1746,8189,1,0,897,1,3.19827,223,33,749,0,1,1,2753099566
1947,0.872075,241,0,0,0,119.933,1763,8189,0,0,920,0,0.9408,223,33,749,0,1,1,2835045822
1980,0.886885,350,0,0,0,159.319,1779,8189,0,0,906,0,5.92525,223,33,749,0,1,1,2773926680
1953,0.874702,363,0,0,0,229.04,1792,8189,0,0,705,0,2.14234,223,33,749,0,1,1,2778844012
1854,0.830438,534,0,0,0,149.465,1805,8189,0,0,772,0,1.44614,223,33,749,0,1,1,2806784736
2364,1.05879,1775,0,0,0,247.687,1812,8191,0,0,344,0,19.5973,223,33,749,0,1,1,1328112030
