SendPacket,SendRate(Mb/s),FlightSize,ReceiveRate(Mb/s),Send Loss,Recv Loss,RTT(ms),CWnd,FlowWindow,Retrans,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total,NAK_TotalRecv,Total Send Loss,Total Recv Loss,Timeout,ExpCount,usSndDuration
1588,0.668452,188,0,0,0,94.055,210,8189,0,0,704,0,21.0999,0,0,0,0,0,1,-1139922570683252
1943,0.870185,115,0,0,0,54.046,330,8189,0,0,1010,0,1.88474,0,0,0,0,0,1,2802806370
1926,0.862651,159,0,3,0,67.686,390,8189,3,0,686,3,3.79008,3,3,3,0,0,1,2784737550
1876,0.840289,354,0,1,0,87.358,450,8189,1,0,785,1,5.76486,4,4,4,0,0,1,2788236102
2118,0.94874,135,0,0,0,51.312,522,8189,0,0,1088,0,2.52582,4,4,4,0,0,1,2814911238
2002,0.896664,100,0,0,0,58.179,581,8189,0,0,1021,0,2.12038,4,4,4,0,0,1,2792308526
1949,0.872988,307,0,0,0,113.011,627,8189,0,0,874,0,3.98541,4,4,4,0,0,1,2794064630
2007,0.898651,250,0,0,0,103.813,677,8189,0,0,1026,0,3.83846,4,4,4,0,0,1,2795187528
2036,0.911689,313,0,0,0,243.515,716,8189,0,0,834,0,20.9176,4,4,4,0,0,1,2784912928
1821,0.815652,189,0,1,0,94.114,753,8189,1,0,845,1,3.6848,5,5,5,0,0,1,2784488364
1991,0.891816,211,0,1,0,130.965,789,8189,1,0,878,1,1.10835,6,6,6,0,0,1,2805032398
2087,0.934774,305,0,1,0,114.097,825,8189,1,0,896,1,12.0355,7,7,7,0,0,1,2780710058
2103,0.941899,387,0,0,0,140.186,860,8187,0,0,943,0,2.81389,7,7,7,0,0,1,2796864000
1762,0.789194,223,0,0,0,120.822,894,8189,0,0,936,0,2.46893,7,7,7,0,0,1,2812829040
1976,0.885045,449,0,0,0,141.168,925,8187,0,0,879,0,2.08051,7,7,7,0,0,1,2747705650
2017,0.903368,337,0,2,0,66.413,953,8189,2,0,826,2,3.52531,9,9,9,0,0,1,2835745184
2068,0.926297,139,0,0,0,53.239,981,8189,0,0,839,0,7.17562,9,9,9,0,0,1,2783135006
1931,0.864907,147,0,0,0,53.765,1012,8189,0,0,966,0,1.44928,9,9,9,0,0,1,2807001956
2011,0.900711,135,0,1,0,90.513,1039,8189,1,0,848,1,1.4681,10,10,10,0,0,1,2743015282
1988,0.890438,338,0,0,0,203.369,1065,8185,0,0,860,0,2.86138,10,10,10,0,0,1,2829371608
1930,0.864165,257,0,1,0,131.957,1090,8187,1,0,842,1,6.50541,11,11,11,0,0,1,2817120390
2265,1.01431,334,0,0,0,182.258,1112,8189,0,0,758,0,2.04109,11,11,11,0,0,1,2777320300
1907,0.854181,187,0,0,0,130.522,1140,8187,0,0,997,0,3.46886,11,11,11,0,0,1,2809880018
1864,0.83489,309,0,0,0,137.487,1164,8187,0,0,876,0,2.83405,11,11,11,0,0,1,2788493946
1931,0.864892,274,0,0,0,92.14,1191,8191,0,0,988,0,3.39091,11,11,11,0,0,1,2764605550
1945,0.871173,113,0,0,0,65.035,1219,8191,0,0,1059,0,1.88429,11,11,11,0,0,1,2827289976
1735,0.77697,234,0,0,0,176.19,1239,8187,0,0,769,0,2.26733,11,11,11,0,0,1,2757557082
1912,0.856393,232,0,0,0,80.131,1264,8187,0,0,961,0,12.5404,11,11,11,0,0,1,2825300730
1805,0.808424,168,0,0,0,116.877,1288,8189,0,0,939,0,20.8239,11,11,11,0,0,1,2767278024
2163,0.968839,697,0,1,0,196.955,1304,8189,1,0,673,1,2.97338,12,12,12,0,0,1,2821649240
2067,0.925835,318,0,0,0,178.041,1325,8187,0,0,850,0,4.53555,12,12,12,0,0,1,2754142548
2018,0.903809,112,0,0,0,82.763,1352,8187,0,0,1119,0,2.20595,12,12,12,0,0,1,2812437530
2061,0.92312,353,0,0,0,161.326,1373,8189,0,0,913,0,1.75034,12,12,12,0,0,1,2823989280
2059,0.922234,335,0,0,0,214.174,1396,8189,0,0,1004,0,2.36947,12,12,12,0,0,1,2772207270
2044,0.915523,320,0,0,0,202.812,1417,8189,0,0,923,0,1.08013,12,12,12,0,0,1,2773788696
2145,0.960731,335,0,0,0,188.233,1440,8189,0,0,1023,0,33.1489,12,12,12,0,0,1,2824797500
1774,0.794591,193,0,0,0,117.328,1461,8189,0,0,964,0,1.79424,12,12,12,0,0,1,2783516050
2033,0.910585,528,0,0,0,117.608,1480,8189,0,0,852,0,1.61101,12,12,12,0,0,1,2799572664
2116,0.947735,407,0,0,0,171.269,1499,8189,0,0,892,0,16.421,12,12,12,0,0,1,2784845252
2084,0.933403,296,0,0,0,178.827,1520,8187,0,0,995,0,5.07584,12,12,12,0,0,1,2795540118
1966,0.88058,244,0,1,0,76.706,1537,8189,1,0,804,1,3.98227,13,13,13,0,0,1,2814130396
1973,0.883723,348,0,1,0,94.403,1553,8187,1,0,791,1,6.69581,14,14,14,0,0,1,2774551024
2086,0.934364,413,0,0,0,215.024,1572,8189,0,0,931,0,3.07597,14,14,14,0,0,1,2815818768
1843,0.825499,239,0,1,0,87.719,1588,8191,1,0,792,1,1.91162,15,15,15,0,0,1,2754103408
1246,0.558108,157,0,4,0,105.808,1596,8189,4,0,379,4,10.6897,19,19,19,0,0,1,2828641700
1406,0.62977,131,0,12,0,114.147,1602,8191,12,0,301,12,8.35923,31,31,31,0,0,1,2775704326
2139,0.957999,281,0,0,0,100.522,1622,8189,0,0,998,0,17.2386,31,31,31,0,0,1,2791335968
2098,0.939707,242,0,1,0,126.483,1639,8189,1,0,862,1,19.3155,32,32,32,0,0,1,2811059678
2058,0.921812,144,0,0,0,71.223,1659,8189,0,0,1047,0,5.6672,32,32,32,0,0,1,2804245220
2127,0.952716,247,0,1,0,118.501,1675,8189,1,0,820,1,3.99392,33,33,33,0,0,1,2789705912
2155,0.965107,320,0,2,0,52.504,1692,8187,2,0,910,2,7.60704,35,35,35,0,0,1,2801264888
1960,0.877919,137,0,0,0,71.122,1712,8189,0,0,1079,0,2.39904,35,35,35,0,0,1,2787351474
2041,0.914211,312,0,0,0,255.584,1728,8189,0,0,843,0,1.76602,35,35,35,0,0,1,2800060060
2298,1.02932,609,0,0,0,145.596,1746,8167,0,0,964,0,29.18,35,35,35,0,0,1,2762903690
3543,1.58699,1070,0,0,0,219.272,1772,8189,0,0,1434,0,84.0663,35,35,35,0,0,1,2806725424
3310,1.48258,1056,0,0,0,291.046,1798,8187,0,0,1444,0,23.3538,35,35,35,0,0,1,2674614564
2518,1.12794,446,0,0,0,219.134,1818,8189,0,0,1160,0,15.5895,35,35,35,0,0,1,2917289922
3160,1.41545,958,0,0,0,267.002,1842,8189,0,0,1328,0,84.2706,35,35,35,0,0,1,2760644782
1914,0.857271,356,0,0,0,171.128,1860,8189,0,0,1082,0,3.91462,35,35,35,0,0,1,2823933056
1970,0.882312,324,0,0,0,254.959,1876,8191,0,0,908,0,3.01011,35,35,35,0,0,1,2758557721
2222,0.995278,496,0,0,0,225.72,1891,8189,0,0,875,0,2.90528,35,35,35,0,0,1,2846037527
2130,0.953992,705,0,0,0,165.053,1906,8187,0,0,891,0,3.24666,35,35,35,0,0,1,2737317884
3269,1.46411,895,0,0,0,248.486,1931,8183,0,0,1539,0,55.6828,35,35,35,0,0,1,2845442494
