SendPacket,SendRate(Mb/s),FlightSize,ReceiveRate(Mb/s),Send Loss,Recv Loss,RTT(ms),CWnd,FlowWindow,Retrans,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total,NAK_TotalRecv,Total Send Loss,Total Recv Loss
789,7.25218,203,0,7,0,89.726,319,8174,7,288,38,7,9.21384,7,7,7,0
720,6.94478,117,0,17,0,74.504,1160,8169,17,1060,38,17,12.9187,24,24,24,0
786,7.58122,402,0,47,0,79.597,683,8167,47,3833,20,44,12.2819,71,68,71,0
303,2.92274,5,0,616,0,39.893,55,8187,39,6013.34,21,11,10.0532,110,79,687,0
201,1.93875,11,0,0,0,29.624,29,8186,0,4719.28,54,0,11.5004,110,79,687,0
250,2.4113,7,0,0,0,39.888,58,8183,0,3883.54,58,0,13.8835,110,79,687,0
483,4.65872,38,0,0,0,33.902,76,8191,0,1432.88,61,0,17.897,110,79,687,0
672,6.48212,53,0,2,0,48.668,125,8169,2,1430.1,58,2,20.9458,112,81,689,0
602,5.80691,12,0,4,0,44.836,89,8142,4,2125,56,4,20.3862,116,85,693,0
528,5.09273,21,0,0,0,30.4,61,8190,0,1923.86,65,0,15.7166,116,85,693,0
585,5.64291,49,0,1,0,60.403,149,8142,1,1956.4,57,1,14.8772,117,86,694,0
410,3.95472,24,0,3,0,32.591,58,8188,3,2504.31,55,3,15.157,120,89,697,0
455,4.38867,22,0,0,0,33.214,74,8191,0,2211.84,59,0,15.6008,120,89,697,0
508,4.89985,24,0,0,0,38.065,76,8191,0,1994.76,59,0,17.7234,120,89,697,0
672,6.48169,85,0,1,0,48.887,91,8188,1,1344,62,1,19.8652,121,90,698,0
529,5.10217,40,0,3,0,43.559,180,8191,3,1622.77,43,3,15.514,124,93,701,0
673,6.49126,34,0,1,0,52.947,664,8187,1,1695.57,61,1,18.6689,125,94,702,0
655,6.31819,25,0,0,0,47.78,83,8177,0,1562.08,65,0,20.1643,125,94,702,0
651,6.27961,56,0,3,0,75.43,546,8189,3,2064,53,3,16.9805,128,97,705,0
542,5.22788,21,0,1,0,46.485,90,8191,1,1873.73,63,1,17.2603,129,98,706,0
682,6.57815,67,0,0,0,48.188,111,8177,0,1308.74,59,0,14.6071,129,98,706,0
674,6.501,31,0,3,0,43.649,89,8186,3,1763.19,49,3,16.8358,132,101,709,0
632,6.09585,61,0,0,0,40.273,88,8188,0,1628.79,67,0,19.5854,132,101,709,0
666,6.42377,145,0,6,0,65.657,145,8144,6,2397,39,6,17.8777,138,107,715,0
413,3.98376,29,0,145,0,32.626,75,8181,17,2189.2,47,0,15.842,155,107,860,0
517,4.98667,24,0,0,0,46.605,97,8178,0,1967,64,0,17.9163,155,107,860,0
610,5.88367,55,0,0,0,45.104,111,8180,0,1300.75,62,0,19.6144,155,107,860,0
693,6.68423,45,0,3,0,72.846,148,8182,3,1658.37,55,3,16.0929,158,110,863,0
539,5.19883,31,0,2,0,50.803,79,8191,2,1941.16,52,2,13.1985,160,112,865,0
575,5.54122,25,0,0,0,37.683,68,8191,0,1764.43,67,0,13.8738,160,112,865,0
635,6.12295,42,0,0,0,48.088,100,8164,0,1592.47,66,0,15.678,160,112,865,0
622,5.99955,52,0,1,0,46.607,96,8181,1,1657.35,57,1,17.4339,161,113,866,0
