SendPacket,SendRate(Mb/s),FlightSize,ReceiveRate(Mb/s),Send Loss,Recv Loss,RTT(ms),CWnd,FlowWindow,Retrans,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total,NAK_TotalRecv,Total Send Loss,Total Recv Loss
80,0.26235,9,0,0,0,34.557,9,8189,0,0,41,0,3.32333,0,0,0,0
436,1.59009,22,0,0,0,25.861,22,8189,0,0,217,0,4.07482,0,0,0,0
816,2.97598,36,0,0,0,45.111,36,8189,0,0,408,0,10.3238,0,0,0,0
806,2.93964,111,0,0,0,66.194,112,8189,0,0,371,0,7.54042,0,0,0,0
1541,5.62045,115,0,100,0,57.155,212,8189,100,0,505,32,11.5459,100,32,100,0
2408,8.78267,305,0,34,0,75.207,308,8185,34,0,780,10,276.708,134,42,134,0
3126,11.4012,188,0,0,0,133.991,445,8189,0,0,1623,0,48.4965,134,42,134,0
2409,8.78577,507,0,148,0,169.541,507,8191,148,0,922,31,57.7077,282,73,282,0
971,3.54136,14,0,1020,0,25.883,14,8190,794,0,96,3,692.974,1076,76,1302,0
469,1.71057,25,0,3,0,15.093,25,8189,3,0,227,1,16.6495,1079,77,1305,0
1660,6.05411,157,0,0,0,75.665,159,8185,0,0,768,0,9.3936,1079,77,1305,0
2407,8.77856,298,0,1,0,109.193,304,8189,1,0,1052,1,37.5489,1080,78,1306,0
2097,7.64814,388,0,0,0,176.648,394,8189,0,0,987,0,8.1095,1080,78,1306,0
2307,8.41397,410,0,4,0,142.174,464,8189,4,0,933,1,8.62022,1084,79,1310,0
2038,7.4333,363,0,0,0,168.483,529,8189,0,0,1020,0,6.95309,1084,79,1310,0
2070,7.5498,207,0,0,0,94.945,593,8189,0,0,1116,0,15.2705,1084,79,1310,0
1865,6.802,201,0,0,0,88.178,642,8189,0,0,937,0,9.07258,1084,79,1310,0
2165,7.89578,362,0,4,0,91.652,678,8191,4,0,744,2,153.949,1088,81,1314,0
2235,8.15137,321,0,4,0,71.473,721,8189,4,0,948,3,8.78438,1092,84,1318,0
2036,7.42561,259,0,4,0,140.92,760,8189,4,0,894,2,8.4889,1096,86,1322,0
2211,8.0643,498,0,6,0,123.319,795,8189,6,0,856,2,352.123,1102,88,1328,0
2675,9.75641,383,0,32,0,147.407,838,8189,32,0,1111,8,39.8945,1134,96,1360,0
2077,7.57521,150,0,9,0,76.682,870,8189,9,0,851,4,238.167,1143,100,1369,0
1825,6.65618,357,0,0,0,235.549,898,8189,0,0,761,0,13.5815,1143,100,1369,0
1859,6.78029,287,0,0,0,128.771,931,8187,0,0,947,0,11.4912,1143,100,1369,0
1830,6.67449,301,0,0,0,188.592,961,8189,0,0,888,0,10.0575,1143,100,1369,0
1964,7.16077,208,0,1,0,58.378,993,8189,1,0,970,1,14.7562,1144,101,1370,0
1890,6.8934,357,0,0,0,228.644,1017,8189,0,0,772,0,12.5856,1144,101,1370,0
1898,6.92254,145,0,1,0,84.841,1046,8189,1,0,923,1,13.3116,1145,102,1371,0
2008,7.32326,316,0,0,0,140.788,1073,8189,0,0,902,0,12.2536,1145,102,1371,0
