SendPacket,SendRate(Mb/s),FlightSize,ReceiveRate(Mb/s),Send Loss,Recv Loss,RTT(ms),CWnd,FlowWindow,Retrans,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total,NAK_TotalRecv,Total Send Loss,Total Recv Loss
832,7.61279,79,0,5,0,72.697,261,8181,5,1158,49,5,11.1917,5,5,5,0
701,6.76099,22,0,4,0,33.533,78,8187,4,1737.46,50,4,16.2376,9,9,9,0
644,6.2114,35,0,0,0,33.024,150,8191,0,1591.46,64,0,16.2665,9,9,9,0
663,6.39216,17,0,1,0,35.04,218,8191,1,1660.82,61,1,17.8488,10,10,10,0
670,6.46282,16,0,0,0,32.958,82,8172,0,1529.73,66,0,17.0866,10,10,10,0
812,7.83217,45,0,0,0,43.912,93,8184,0,1175.76,68,0,17.376,10,10,10,0
785,7.57164,98,0,4,0,58.936,185,8191,4,1787,51,4,16.0157,14,14,14,0
502,4.84197,15,0,2,0,35.473,76,8183,2,2057.32,55,2,15.3886,16,16,16,0
549,5.29545,14,0,0,0,34.442,75,8191,0,1847.51,57,0,15.0798,16,16,16,0
636,6.13439,32,0,0,0,39.699,91,8183,0,1523.3,63,0,15.2535,16,16,16,0
733,7.07005,28,0,0,0,36.375,94,8191,0,1393.4,65,0,13.4011,16,16,16,0
740,7.13759,23,0,1,0,45.596,90,8185,1,1451.71,71,1,12.2047,17,17,17,0
762,7.34977,33,0,0,0,48.176,116,8174,0,1344.01,65,0,14.9833,17,17,17,0
741,7.14735,56,0,1,0,55.502,101,8191,1,1421.75,60,1,13.1792,18,18,18,0
776,7.48507,44,0,0,0,34.153,70,8173,0,1326.69,68,0,13.9124,18,18,18,0
813,7.84149,53,0,0,0,46.951,121,8181,0,1241.68,63,0,12.8318,18,18,18,0
672,6.4819,53,0,3,0,47.363,111,8173,3,1647.77,57,3,11.539,21,21,21,0
675,6.5111,26,0,0,0,42.396,96,8170,0,1524.2,65,0,12.4266,21,21,21,0
728,7.02249,35,0,0,0,41.619,80,8186,0,1401.18,65,0,14.3273,21,21,21,0
