SendPacket,SendRate(Mb/s),FlightSize,ReceiveRate(Mb/s),Send Loss,Recv Loss,RTT(ms),CWnd,FlowWindow,Retrans,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total,NAK_TotalRecv,Total Send Loss,Total Recv Loss
37,0.129119,0,0,1,0,59.075,2659,8188,1,28373.4,15,1,3.14458,1,1,1,0
86,0.31357,11,0,0,0,32.547,29,8190,0,7619.38,38,0,3.62246,1,1,1,0
203,0.740366,7,0,0,0,29.827,30,8187,0,3933.22,56,0,3.39994,1,1,1,0
335,1.22175,14,0,0,0,32.648,84,8191,0,2672.05,54,0,4.45056,1,1,1,0
855,3.1182,163,0,0,0,34.665,2452,8187,0,248.247,59,0,74.6271,1,1,1,0
1890,6.89306,142,0,3,0,54.725,1143,8188,3,342,64,3,8.18976,4,4,4,0
2026,7.38916,185,0,3,0,63.014,596,8182,3,487,66,3,8.96314,7,7,7,0
1839,6.70685,174,0,0,0,52.113,2376,8145,0,468.98,64,0,8.25178,7,7,7,0
1946,7.09742,114,0,1,0,58.759,2494,8153,1,501.769,71,1,18.5027,8,8,8,0
1685,6.14523,130,0,4,0,62.278,3972,8191,4,763.714,59,4,9.62342,12,12,12,0
1979,7.21775,121,0,2,0,61.988,4648,8148,2,148.586,64,2,125.068,14,14,14,0
2021,7.37065,125,0,2,0,60.652,1385,8166,2,174.734,69,2,36.6332,16,16,16,0
1865,6.80168,101,0,2,0,54.221,2599,8191,2,192.784,65,2,387.261,18,18,18,0
1887,6.88208,135,0,2,0,63.399,1374,8191,2,159.969,65,2,9.81312,20,20,20,0
1898,6.92241,190,0,1,0,59.66,3635,8179,1,161.026,65,1,206.594,21,21,21,0
1780,6.49189,126,0,2,0,60.154,6472,8191,2,93.9911,66,2,15.2486,23,23,23,0
1983,7.2323,113,0,0,0,62.689,3345,8163,0,88.6153,76,0,10.1451,23,23,23,0
1884,6.8709,122,0,2,0,61.29,3449,8170,2,112.946,65,2,8.09856,25,25,25,0
1989,7.25362,147,0,1,0,61.617,3147,8191,1,120.061,70,1,522.43,26,26,26,0
1731,6.31308,100,0,2,0,53.833,2568,8191,2,132.12,66,2,102.02,28,28,28,0
1834,6.68865,119,0,2,0,68.94,1467,8169,2,161.995,68,2,7.296,30,30,30,0
1973,7.19553,142,0,2,0,56.896,5232,8191,2,179.033,63,2,145.165,32,32,32,0
1858,6.77533,147,0,1,0,57.583,3020,8190,1,112.842,67,1,344.163,33,33,33,0
1891,6.89624,108,0,3,0,58.372,2130,8191,3,140.681,57,3,71.5409,36,36,36,0
2058,7.50552,129,0,1,0,46.052,2012,8145,1,111.753,67,1,206.791,37,37,37,0
2283,8.32608,201,0,0,0,49.543,6996,8191,0,45.1502,74,0,285.452,37,37,37,0
2135,7.78648,126,0,0,0,50.336,7474,8146,0,34.1008,74,0,22.7818,37,37,37,0
1859,6.77624,140,0,2,0,54.292,1986,8190,2,42.9911,64,2,28.2574,39,39,39,0
2049,7.47322,140,0,2,0,56.87,6515,8191,2,54,73,2,518.333,41,41,41,0
1911,6.96946,174,0,2,0,63.437,3077,8191,2,65.3529,57,2,502.158,43,43,43,0
1879,6.85299,120,0,3,0,51.513,3682,8164,3,91.6478,67,3,273.129,46,46,46,0
2087,7.6114,140,0,0,0,49.297,4393,8191,0,70.5002,75,0,273.177,46,46,46,0
1881,6.86019,103,0,1,0,59.935,1551,8191,1,49.9993,73,1,13.7238,47,47,47,0
1868,6.81284,136,0,1,0,63.992,1655,8178,1,54.7923,68,1,36.0058,48,48,48,0
1876,6.84182,127,0,1,0,55.287,877,8191,1,58.8266,71,1,126.834,49,49,49,0
1820,6.63752,144,0,2,0,56.195,172,8178,2,74.9886,68,2,8.69318,51,51,51,0
