SendPacket,SendRate(Mb/s),FlightSize,ReceiveRate(Mb/s),Send Loss,Recv Loss,RTT(ms),CWnd,FlowWindow,Retrans,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total,NAK_TotalRecv,Total Send Loss,Total Recv Loss,Timeout,ExpCount,usSndDuration
1590,0.668379,166,0,0,0,82.937,212,8189,0,0,718,0,3.60506,0,0,0,0,0,1,-1547262582412926
1999,0.895282,155,0,0,0,88.279,331,8189,0,0,1011,0,5.86387,0,0,0,0,0,1,2808971200
2163,0.968767,224,0,0,0,60.759,420,8189,0,0,1050,0,4.26362,0,0,0,0,0,1,2785118840
2092,0.936992,259,0,1,0,138.279,493,8188,1,0,1034,1,1.33952,1,1,1,0,0,1,2792037920
2191,0.9814,324,0,0,0,151.423,546,8189,0,0,871,0,1.88832,1,1,1,0,0,1,2812086466
1981,0.88729,288,0,0,0,159.229,602,8189,0,0,996,0,3.60102,1,1,1,0,0,1,2790917374
1972,0.883261,215,0,1,0,65.918,645,8189,1,0,852,1,13.0328,2,2,2,0,0,1,2793009464
2173,0.973323,346,0,0,0,217.703,689,8189,0,0,900,0,2.04467,2,2,2,0,0,1,2799064310
2135,0.956271,389,0,0,0,250.659,728,8189,0,0,862,0,12.7971,2,2,2,0,0,1,2779668136
1864,0.834906,173,0,0,0,45.697,771,8189,0,0,1007,0,3.76365,2,2,2,0,0,1,2794175832
1971,0.882807,391,0,0,0,157.634,805,8189,0,0,851,0,2.05005,2,2,2,0,0,1,2807327096
2027,0.907923,265,0,0,0,158.323,845,8189,0,0,1030,0,3.11942,2,2,2,0,0,1,2777439182
2046,0.916371,162,0,0,0,77.646,885,8189,0,0,1080,0,8.25798,2,2,2,0,0,1,2805926060
2222,0.99521,347,0,0,0,142.612,921,8189,0,0,1023,0,4.21702,2,2,2,0,0,1,2793922432
1946,0.871547,337,0,0,0,153.167,954,8189,0,0,962,0,11.7694,2,2,2,0,0,1,2769422558
2068,0.926198,302,0,0,0,168.458,985,8189,0,0,935,0,2.17997,2,2,2,0,0,1,2808130724
2442,1.0937,417,0,0,0,352.493,1010,8189,0,0,792,0,4.83123,2,2,2,0,0,1,2800103572
2037,0.912407,284,0,1,0,112.495,1038,8189,1,0,875,1,1.80813,3,3,3,0,0,1,2804047596
2112,0.945927,401,0,0,0,192.094,1065,8189,0,0,912,0,20.0579,3,3,3,0,0,1,2783213342
2002,0.896645,336,0,0,0,157.363,1093,8187,0,0,949,0,4.27616,3,3,3,0,0,1,2778360354
2065,0.924918,513,0,0,0,211.615,1117,8189,0,0,798,0,15.3001,3,3,3,0,0,1,2822416599
2012,0.90114,433,0,0,0,171.041,1136,8189,0,0,675,0,4.75328,3,3,3,0,0,1,2768140933
1870,0.837558,369,0,0,0,70.719,1161,8189,0,0,895,0,3.98406,3,3,3,0,0,1,2807820722
2161,0.967871,331,0,0,0,226.285,1186,8187,0,0,946,0,3.54906,3,3,3,0,0,1,2778801900
1995,0.893577,196,0,0,0,113.645,1214,8187,0,0,1051,0,3.49619,3,3,3,0,0,1,2806188638
1963,0.879265,242,0,0,0,107.811,1239,8189,0,0,959,0,18.5248,3,3,3,0,0,1,2785862764
1985,0.889099,204,0,0,0,76.432,1264,8177,0,0,954,0,2.80582,3,3,3,0,0,1,2794613318
2042,0.914637,279,0,0,0,131.698,1289,8189,0,0,988,0,3.38598,3,3,3,0,0,1,2802746464
2236,1.00149,350,0,0,0,234.186,1312,8185,0,0,942,0,1.95418,3,3,3,0,0,1,2798358808
2078,0.93071,230,0,0,0,128.078,1337,8187,0,0,1052,0,6.03814,3,3,3,0,0,1,2788691290
1997,0.894473,251,0,0,0,92.903,1361,8187,0,0,994,0,1.34266,3,3,3,0,0,1,2807738825
1971,0.882864,176,0,0,0,45.822,1384,8189,0,0,993,0,1.27949,3,3,3,0,0,1,2780144175
2110,0.945048,291,0,0,0,111.569,1407,8189,0,0,1004,0,2.31974,3,3,3,0,0,1,2778006056
1938,0.867744,309,0,0,0,135.608,1429,8187,0,0,965,0,23.7391,3,3,3,0,0,1,2827856472
2172,0.972787,487,0,0,0,107.142,1451,8189,0,0,985,0,12.8899,3,3,3,0,0,1,2770558044
2059,0.922225,345,0,0,0,143.233,1469,8187,0,0,842,0,2.86944,3,3,3,0,0,1,2798738780
1989,0.890902,128,0,0,0,142.619,1491,8189,0,0,1014,0,1.91654,3,3,3,0,0,1,2811829230
2015,0.902531,137,0,0,0,47.755,1512,8179,0,0,1009,0,1.50259,3,3,3,0,0,1,2787706526
2070,0.927108,175,0,0,0,110.373,1534,8189,0,0,1021,0,3.79546,3,3,3,0,0,1,2779587248
1859,0.832618,210,0,0,0,128.671,1553,8189,0,0,920,0,10.5531,3,3,3,0,0,1,2768967208
2037,0.912334,381,0,0,0,185.708,1571,8189,0,0,870,0,5.1847,3,3,3,0,0,1,2838627008
1953,0.874655,239,0,0,0,82.071,1591,8189,0,0,1000,0,5.61971,3,3,3,0,0,1,2739232174
2084,0.933457,263,0,0,0,62.621,1612,8189,0,0,1033,0,1.56979,3,3,3,0,0,1,2846984406
1980,0.886847,367,0,0,0,152.619,1630,8189,0,0,937,0,16.7082,3,3,3,0,0,1,2791177298
2367,1.06016,495,0,0,0,325.956,1646,8187,0,0,806,0,3.69421,3,3,3,0,0,1,2780143408
2053,0.919498,424,0,0,0,104.92,1664,8189,0,0,950,0,1.55859,3,3,3,0,0,1,2730843890
2114,0.94682,212,0,0,0,213.472,1681,8189,0,0,901,0,1.53978,3,3,3,0,0,1,2852170106
2054,0.91993,314,0,0,0,126.084,1700,8187,0,0,981,0,3.03072,3,3,3,0,0,1,2797261278
2276,1.01934,499,0,0,0,175.102,1717,8189,0,0,923,0,2.67859,3,3,3,0,0,1,2796756844
2079,0.93115,203,0,0,0,118.319,1738,8189,0,0,1092,0,2.35066,3,3,3,0,0,1,2793417452
