SendPacket,SendRate(Mb/s),FlightSize,ReceiveRate(Mb/s),Send Loss,Recv Loss,RTT(ms),CWnd,FlowWindow,Retrans,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total,NAK_TotalRecv,Total Send Loss,Total Recv Loss
1641,0.697784,121,0,1,0,81.395,205,8191,1,0,674,1,1.54874,1,1,1,0
1959,0.87737,137,0,1,0,52.633,310,8189,1,0,846,1,14.857,2,2,2,0
1888,0.845667,127,0,0,0,97.851,395,8189,0,0,936,0,2.19296,2,2,2,0
2038,0.912786,99,0,0,0,50.281,467,8189,0,0,974,0,18.9992,2,2,2,0
1948,0.872464,151,0,1,0,68.934,524,8189,1,0,885,1,2.87526,3,3,3,0
2014,0.902106,214,0,0,0,79.37,581,8189,0,0,981,0,2.63648,3,3,3,0
1938,0.868004,150,0,1,0,75.202,631,8189,1,0,949,1,1.40134,4,4,4,0
1845,0.826397,310,0,0,0,144.521,673,8189,0,0,848,0,2.60557,4,4,4,0
2019,0.904341,559,0,0,0,310.013,705,8189,0,0,694,0,2.24134,4,4,4,0
1985,0.889143,370,0,0,0,162.731,744,8187,0,0,887,0,3.76813,4,4,4,0
1953,0.874799,160,0,1,0,90.828,783,8189,1,0,923,1,1.7239,5,5,5,0
1902,0.851838,88,0,0,0,116.058,820,8189,0,0,937,0,1.71629,5,5,5,0
1955,0.875655,263,0,0,0,132.238,854,8189,0,0,894,0,3.53203,5,5,5,0
2095,0.938381,532,0,0,0,169.036,885,8189,0,0,846,0,2.24358,5,5,5,0
2000,0.895815,332,0,1,0,180.127,912,8189,1,0,751,1,1.39686,6,6,6,0
1912,0.856428,184,0,1,0,69.755,944,8189,1,0,924,1,1.6007,7,7,7,0
1906,0.853742,168,0,1,0,92.739,974,8189,1,0,916,1,3.16467,8,8,8,0
1950,0.873427,168,0,0,0,104.416,1006,8189,0,0,978,0,5.1305,8,8,8,0
1952,0.874309,182,0,0,0,108.651,1037,8189,0,0,973,0,3.78112,8,8,8,0
2035,0.911407,307,0,0,0,147.389,1064,8189,0,0,906,0,1.87802,8,8,8,0
1929,0.863992,283,0,0,0,86.546,1093,8189,0,0,981,0,2.07603,8,8,8,0
1924,0.861801,133,0,0,0,99.621,1121,8189,0,0,973,0,2.79821,8,8,8,0
1988,0.890388,396,0,0,0,142.048,1146,8189,0,0,867,0,1.78528,8,8,8,0
2007,0.898965,233,0,0,0,149.295,1175,8189,0,0,1041,0,2.08186,8,8,8,0
1854,0.830433,230,0,0,0,181.364,1199,8189,0,0,901,0,3.16019,8,8,8,0
2040,0.913714,433,0,0,0,289.665,1219,8189,0,0,765,0,2.7991,8,8,8,0
2038,0.912763,397,0,0,0,157.091,1244,8189,0,0,945,0,11.4692,8,8,8,0
1799,0.80578,193,0,0,0,154.163,1268,8189,0,0,940,0,0.931392,8,8,8,0
1872,0.838461,262,0,0,0,65.459,1290,8191,0,0,905,0,2.88557,8,8,8,0
2092,0.936657,228,0,0,0,142.052,1314,8189,0,0,975,0,5.63584,8,8,8,0
1987,0.889994,286,0,0,0,114.439,1337,8189,0,0,969,0,1.16435,8,8,8,0
1915,0.857718,328,0,0,0,170.677,1358,8185,0,0,885,0,5.70976,8,8,8,0
1931,0.864889,186,0,0,0,154.883,1382,8189,0,0,1019,0,1.70464,8,8,8,0
2176,0.974704,702,0,1,0,101.044,1396,8187,1,0,606,1,1.2432,9,9,9,0
2084,0.93342,338,0,0,0,184.786,1412,8189,0,0,682,0,2.00928,9,9,9,0
1874,0.839408,206,0,1,0,96.441,1431,8189,1,0,855,1,5.67616,10,10,10,0
2142,0.959444,154,0,0,0,75.937,1455,8189,0,0,1102,0,2.05856,10,10,10,0
1843,0.825482,284,0,0,0,123.891,1474,8191,0,0,861,0,1.50394,10,10,10,0
2006,0.898524,361,0,1,0,238.399,1489,8191,1,0,673,1,3.12928,11,11,11,0
2016,0.903005,212,0,0,0,92.99,1511,8189,0,0,1027,0,2.1047,11,11,11,0
1753,0.785134,136,0,1,0,64.873,1527,8189,1,0,797,1,1.51693,12,12,12,0
2060,0.922687,237,0,1,0,124.689,1547,8189,1,0,915,1,60.6623,13,13,13,0
1850,0.828633,122,0,0,0,52.431,1566,8189,0,0,939,0,2.53882,13,13,13,0
1936,0.86714,183,0,1,0,66.495,1582,8191,1,0,818,1,2.74176,14,14,14,0
1855,0.830895,140,0,0,0,77.621,1602,8189,0,0,953,0,1.23782,14,14,14,0
1893,0.847899,148,0,0,0,87.228,1620,8189,0,0,948,0,1.36147,14,14,14,0
1948,0.87254,123,0,0,0,61.333,1640,8189,0,0,989,0,1.512,14,14,14,0
1793,0.80311,166,0,1,0,73.271,1656,8189,1,0,823,1,1.83411,15,15,15,0
2025,0.907016,299,0,1,0,133.576,1671,8189,1,0,798,1,1.18451,16,16,16,0
2022,0.905364,366,0,0,0,187.302,1685,8187,0,0,717,0,5.42752,16,16,16,0
2151,0.96347,595,0,0,0,242.669,1695,8189,0,0,562,0,7.02957,16,16,16,0
2175,0.974227,266,0,0,0,144.63,1708,8189,0,0,686,0,2.69293,16,16,16,0
1925,0.862165,187,0,0,0,45.399,1727,8187,0,0,1007,0,5.60941,16,16,16,0
1956,0.876084,132,0,0,0,56.592,1746,8189,0,0,1009,0,2.59078,16,16,16,0
1882,0.842982,134,0,0,0,54.257,1763,8189,0,0,946,0,4.9625,16,16,16,0
1918,0.859082,281,0,1,0,111.74,1778,8189,1,0,819,1,12.1556,17,17,17,0
2101,0.941031,332,0,0,0,136.581,1793,8187,0,0,856,0,6.37683,17,17,17,0
1922,0.86083,334,0,0,0,177.157,1809,8189,0,0,913,0,8.86368,17,17,17,0
1941,0.869092,671,0,0,0,164.987,1823,8189,0,0,777,0,3.19558,17,17,17,0
1979,0.886382,199,0,0,0,138.897,1841,8189,0,0,1018,0,2.99802,17,17,17,0
1920,0.859971,135,0,0,0,68.445,1858,8189,0,0,994,0,2.9577,17,17,17,0
2055,0.920409,827,0,0,0,135.65,1870,8189,0,0,685,0,39.2278,17,17,17,0
1944,0.870742,407,0,0,0,218.895,1883,8189,0,0,785,0,1.48019,17,17,17,0
1867,0.836251,196,0,0,0,149.596,1899,8189,0,0,927,0,4.14131,17,17,17,0
1676,0.750703,152,0,1,0,76.963,1912,8191,1,0,768,1,1.39104,18,18,18,0
1888,0.845643,239,0,1,0,196.146,1924,8189,1,0,745,1,1.16122,19,19,19,0
1858,0.832213,134,0,0,0,102.907,1940,8189,0,0,987,0,2.64141,19,19,19,0
1783,0.798588,88,0,1,0,120.864,1954,8189,1,0,807,1,2.912,20,20,20,0
1949,0.872988,337,0,0,0,181.627,1967,8191,0,0,793,0,10.5025,20,20,20,0
2026,0.907437,408,0,0,0,255.434,1979,8189,0,0,770,0,3.19648,20,20,20,0
2154,0.964786,683,0,0,0,268.739,1990,8189,0,0,672,0,14.6545,20,20,20,0
1822,0.816013,281,0,0,0,44.828,2004,8191,0,0,905,0,3.23142,20,20,20,0
