SendPacket,SendRate(Mb/s),FlightSize,ReceiveRate(Mb/s),Send Loss,Recv Loss,RTT(ms),CWnd,FlowWindow,Retrans,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total,NAK_TotalRecv,Total Send Loss,Total Recv Loss,Timeout,usSndDuration
435,2.32864,90,0,1,0,113.386,92,8189,1,0,147,1,5.13968,1,1,1,0,0,-1579740735401837
364,2.05521,110,0,18,0,140.313,110,8172,18,0,55,17,4.44498,19,18,19,0,0,1926273214
101,0.570295,49,0,110,0,137.607,3,8130,101,0,1,0,4.40544,120,18,129,0,1,3527078576
381,2.15131,66,0,6,0,98.86,75,8189,6,0,100,6,3.71074,126,24,135,0,1,2940804636
485,2.73864,116,0,7,0,147.803,120,8191,7,0,140,7,3.60907,133,31,142,0,1,2765836682
459,2.5917,127,0,40,0,130.497,127,8183,40,0,26,37,4.03267,173,68,182,0,1,2300667810
0,0,127,0,0,0,130.497,127,8183,0,0,0,0,4.03267,173,68,182,0,1,0
396,2.23601,67,0,132,0,93.821,67,8171,107,0,84,5,4.39979,280,73,314,0,2,6051061534
481,2.71593,85,0,13,0,123.808,95,8179,13,0,70,13,4.65395,293,86,327,0,2,2880726576
314,1.77299,101,0,18,0,105.198,101,8191,18,0,19,18,4.56358,311,104,345,0,2,1797866676
85,0.479957,9,0,102,0,95.3,9,8186,66,0,7,1,4.70478,377,105,447,0,3,3739610178
487,2.74997,82,0,7,0,123.255,83,8189,7,0,115,7,5.32042,384,112,454,0,3,2803538724
506,2.85732,99,0,16,0,135.479,110,8177,16,0,81,16,5.45597,400,128,470,0,3,2762106536
199,1.12366,114,0,19,0,113.882,114,8180,19,0,13,19,4.91376,419,147,489,0,3,1065215634
230,1.29875,56,0,114,0,68.182,56,8189,58,0,63,0,4.68784,477,147,603,0,4,4603454884
471,2.65949,81,0,10,0,104.293,89,8189,10,0,75,10,4.5297,487,157,613,0,4,2670026142
310,1.75042,98,0,23,0,126.482,98,8173,23,0,27,23,4.30942,510,180,636,0,4,1698664954
103,0.581581,14,0,99,0,93.218,14,8189,70,0,12,1,4.11174,580,181,735,0,5,4016227544
468,2.64252,60,0,6,0,120.656,79,8115,6,0,100,6,3.74462,586,187,741,0,5,2774739688
506,2.85713,104,0,14,0,115.417,104,8161,14,0,73,14,4.13998,600,201,755,0,5,2695418418
323,1.82381,112,0,33,0,105.751,112,8191,33,0,24,32,4.84598,633,233,788,0,5,1775189304
85,0.479953,71,0,112,0,105.258,5,8176,85,0,3,0,4.86293,718,233,900,0,6,3874106600
379,2.14006,74,0,7,0,92.506,74,8191,8,0,97,7,4.01573,726,240,907,0,6,2365226724
77,0.43478,3,0,74,0,94.182,3,8117,74,0,1,0,3.94795,800,240,981,0,7,3072767432
392,2.21339,69,0,4,0,86.693,69,8189,4,0,124,4,3.33797,804,244,985,0,7,2714408242
62,0.350066,3,0,69,0,93.01,3,8122,59,0,1,0,3.36621,863,244,1054,0,8,3000867226
364,2.05544,37,0,2,0,69.459,37,8191,2,0,139,2,3.83499,865,246,1056,0,8,2868903632
476,2.68774,92,0,9,0,108.668,92,8189,9,0,148,9,4.83469,874,255,1065,0,8,2473642654
122,0.688871,94,0,7,0,119.867,94,8175,7,0,5,7,5.25264,881,262,1072,0,8,1074502912
252,1.42294,60,0,95,0,73.472,60,8190,60,0,71,1,5.44467,941,263,1167,0,9,4556639920
135,0.762271,75,0,2,0,110.262,75,8189,2,0,32,2,5.24699,943,265,1169,0,9,752151050
303,1.71088,46,0,77,0,96.348,46,8151,61,0,84,2,5.17922,1004,267,1246,0,10,5102511666
428,2.41676,92,0,7,0,117.495,92,8189,7,0,100,7,5.2244,1011,274,1253,0,10,2614060260
118,0.666287,93,0,8,0,133.439,93,8170,8,0,4,8,5.34866,1019,282,1261,0,10,761900958
