SendPacket,SendRate(Mb/s),FlightSize,ReceiveRate(Mb/s),Send Loss,Recv Loss,RTT(ms),CWnd,FlowWindow,Retrans,PktSndPeriod(us),RecvACK,RecvNAK,EstimatedBandwidth(Mb/s),Retrans_Total,NAK_TotalRecv,Total Send Loss,Total Recv Loss,Timeout,usSndDuration
157,1.43058,8,0,3,0,69.122,28,8189,3,7905.09,30,3,8.93405,3,3,3,0,0,-1359992393761978
158,1.52389,8,0,0,0,37.452,24,8189,0,5851.35,53,0,8.84722,3,3,3,0,0,2780625638
210,2.02554,14,0,0,0,30.672,29,8191,0,4494.37,53,0,8.09467,3,3,3,0,0,2778777442
237,2.28596,12,0,1,0,36.519,29,8190,1,4615.81,61,1,5.62478,4,4,4,0,0,2785090938
232,2.23772,15,0,0,0,38.206,29,8190,0,4508.43,55,0,4.88189,4,4,4,0,0,2752474788
237,2.28595,9,0,0,0,54.388,40,8191,0,4422.3,53,0,5.20992,4,4,4,0,0,2862083896
243,2.34379,10,0,0,0,46.281,37,8191,0,4332.63,60,0,4.42843,4,4,4,0,0,2753177756
250,2.41115,22,0,0,0,43.358,40,8185,0,4246.53,51,0,4.93013,4,4,4,0,0,2687512744
228,2.19914,13,0,1,0,45.83,35,8187,1,4669.85,62,1,4.95907,5,5,5,0,0,2935692732
231,2.22793,10,0,0,0,33.784,26,8191,0,4562.47,58,0,4.3416,5,5,5,0,0,2804999120
236,2.27634,12,0,0,0,34.961,30,8187,0,4464.69,57,0,5.43182,5,5,5,0,0,2739731644
224,2.16072,25,0,1,0,35.022,28,8190,1,4911.58,52,1,4.87224,6,6,6,0,0,2642226770
218,2.10267,9,0,0,0,60.548,35,8190,0,4803.98,64,0,4.1004,6,6,6,0,0,2984960692
225,2.17021,16,0,0,0,39.109,28,8181,0,4695.7,55,0,3.38645,6,6,6,0,0,2819384414
227,2.18949,16,0,0,0,49.527,32,8186,0,4592.2,60,0,3.10666,6,6,6,0,0,2707872692
235,2.26671,16,0,0,0,42.941,37,8191,0,4490.74,60,0,2.57602,6,6,6,0,0,2836620808
237,2.28594,15,0,0,0,54.563,38,8189,0,4409.94,59,0,2.6339,6,6,6,0,0,2767999318
220,2.12198,17,0,1,0,54.134,43,8181,1,4856.64,46,1,2.6532,7,7,7,0,0,2792623330
222,2.14127,13,0,0,0,45.602,32,8190,0,4740.6,60,0,2.95229,7,7,7,0,0,2781532040
227,2.1895,7,0,0,0,35.784,26,8190,0,4632.56,63,0,4.15829,7,7,7,0,0,2874191320
233,2.24737,28,0,0,0,43.834,32,8188,0,4529.32,57,0,4.21618,7,7,7,0,0,2599949884
237,2.28595,25,0,0,0,45.984,31,8188,0,4430.59,64,0,3.86885,7,7,7,0,0,2865005122
244,2.35346,24,0,0,0,44.933,36,8191,0,4226.12,61,0,2.98123,7,7,7,0,0,2775987354
254,2.4499,28,0,0,0,41.223,34,8191,0,4146.22,61,0,2.85581,7,7,7,0,0,2811550602
260,2.50776,28,0,0,0,41.327,33,8191,0,4067.3,59,0,3.25138,7,7,7,0,0,2892376536
230,2.21864,11,0,4,0,67.292,39,8185,4,5935.42,47,4,4.05216,11,11,11,0,0,2726369898
182,1.75558,15,0,0,0,44.585,27,8191,0,5791.06,52,0,4.01357,11,11,11,0,0,2862761818
186,1.79416,11,0,0,0,39.319,26,8191,0,5642.07,61,0,4.43808,11,11,11,0,0,2789848572
189,1.823,9,0,0,0,81.024,41,8188,0,5511.46,55,0,4.42843,11,11,11,0,0,2804643282
195,1.88084,11,0,0,0,56.567,33,8186,0,5404.24,55,0,4.37054,11,11,11,0,0,2757392316
201,1.93871,16,0,0,0,26.767,23,8190,0,5254.31,57,0,3.25138,11,11,11,0,0,2752615908
204,1.96767,16,0,0,0,31.961,25,8191,0,5125.05,61,0,3.45398,11,11,11,0,0,2868506886
210,2.02553,10,0,0,0,41.955,31,8187,0,5017.06,52,0,3.70483,11,11,11,0,0,2790866526
209,2.016,14,0,0,0,47.566,34,8191,0,4910.63,54,0,4.28371,11,11,11,0,0,2825772978
208,2.00624,8,0,1,0,48.77,32,8190,1,5407.84,55,1,4.824,12,12,12,0,0,2793084728
198,1.90976,20,0,0,0,51.63,40,8188,0,5294.46,49,0,5.45112,12,12,12,0,0,2792975234
203,1.95798,14,0,0,0,64.106,39,8187,0,5179.29,53,0,6.40627,12,12,12,0,0,2696611568
208,2.00624,13,0,0,0,41.599,31,8187,0,5047.53,59,0,5.44147,12,12,12,0,0,2854111862
213,2.05446,18,0,0,0,33.946,27,8186,0,4933.97,54,0,4.824,12,12,12,0,0,2685787818
217,2.09304,15,0,0,0,53.288,42,8191,0,4583.86,56,0,4.31266,12,12,12,0,0,2935670472
204,1.96772,19,0,2,0,60.863,28,8191,2,5474.52,46,2,3.94603,14,14,14,0,0,2771477898
198,1.90987,11,0,0,0,42.979,31,8191,0,5330.93,61,0,3.22243,14,14,14,0,0,2771763988
196,1.89055,15,0,0,0,64.855,44,8186,0,5227.27,49,0,3.44434,14,14,14,0,0,2770017250
204,1.96779,15,0,0,0,55.437,36,8191,0,5111.83,55,0,3.96533,14,14,14,0,0,2860461898
210,2.02556,10,0,0,0,63.23,36,8191,0,5001.39,61,0,4.1197,14,14,14,0,0,2776804812
216,2.0835,11,0,0,0,54.185,37,8186,0,4772.26,50,0,4.59245,14,14,14,0,0,2803476244
247,2.38242,24,0,0,0,50.415,41,8184,0,3956.56,51,0,5.07485,14,14,14,0,0,2752671446
258,2.4887,21,0,1,0,72.229,60,8191,1,4102.38,56,1,5.22922,15,15,15,0,0,2855999230
237,2.28533,26,0,1,0,44.361,29,8187,1,4531.84,50,1,5.27746,16,16,16,0,0,2645171690
221,2.13157,9,0,0,0,47.234,33,8184,0,4440.08,60,0,4.78541,16,16,16,0,0,2913475922
236,2.27643,13,0,0,0,69.31,35,8188,0,4356.52,60,0,4.69858,16,16,16,0,0,2803910662
248,2.39206,31,0,0,0,59.906,39,8189,0,4271.66,57,0,3.78202,16,16,16,0,0,2583718158
233,2.24741,30,0,0,0,87.353,51,8191,0,4200.6,61,0,3.29962,16,16,16,0,0,3000860100
256,2.46924,20,0,0,0,57.181,37,8183,0,4113.52,63,0,3.5987,16,16,16,0,0,2792376482
234,2.25704,11,0,1,0,41.21,27,8191,1,4535.91,57,1,3.99427,17,17,17,0,0,2807774480
237,2.28609,22,0,0,0,37.274,32,8190,0,4453.49,55,0,4.42843,17,17,17,0,0,2735812254
242,2.33437,8,0,0,0,35.538,31,8186,0,4358,59,0,4.1004,17,17,17,0,0,2839393438
243,2.34332,10,0,0,0,44.363,32,8191,0,4273.08,61,0,3.73378,17,17,17,0,0,2808923530
248,2.39224,17,0,0,0,68.294,49,8186,0,4197.75,59,0,3.71448,17,17,17,0,0,2789838436
247,2.38244,20,0,0,0,47.713,37,8191,0,4118.9,59,0,3.31891,17,17,17,0,0,2795859836
258,2.4885,22,0,0,0,54.864,34,8188,0,3879.23,59,0,2.94264,17,17,17,0,0,2798180868
278,2.68145,15,0,0,0,53.34,37,8188,0,3803.11,64,0,3.10666,17,17,17,0,0,2787324078
